,LONGITUDE,LATITUDE
239535,-87.612916293,41.831092103
239706,-87.621494195,41.865931037
239767,-87.65593891,41.75035447
239818,-87.622872332,41.893613919
239866,-87.664565129,41.921581373
239900,-87.640403114,41.670442381
239950,-87.70853612,41.965676246
240130,-87.655302451,41.94711896
240276,-87.580432468,41.722293289
240389,-87.670756999,41.961461421
240436,-87.722293941,41.765883981
240553,-87.795620293,41.90912536
240571,-87.737996905,41.953420907
240655,-87.651182688,41.833618869
240669,-87.67218824,41.976026016
240745,-87.806246035,41.927927019
240935,-87.67609568,41.854118907
241045,-87.644399047,41.922477913
241158,-87.806968561,41.940111944
241233,-87.668567779,41.976357481
241247,,
241527,-87.626728956,41.897651538
241572,-87.638007427,41.918445336
241650,-87.64737759,41.947788761
241735,-87.7282299,41.941625865
241737,-87.66419709,41.869409054
241821,-87.645495992,41.84755805
241983,-87.618502427,41.892518301
242013,-87.629610541,41.895773515
242037,-87.688662954,41.955681825
242080,-87.622872332,41.893613919
242085,-87.708583207,41.967283023
242087,-87.619655093,41.887556041
242125,-87.677896155,41.921288072
242178,-87.609518049,41.892249163
242223,-87.58494662,41.793514076
242251,-87.716751343,41.909883748
242256,-87.707119009,41.927653196
242266,-87.657702107,42.000928173
242335,-87.694619915,41.968454449
242366,-87.643563904,41.932717361
242408,-87.695481429,41.921614362
242409,-87.666278825,42.006736696
242466,-87.838385258,41.966453173
242506,-87.625868849,41.884387619
242508,-87.626344413,41.887436519
242651,,
242750,-87.658701413,41.949706195
242806,-87.647858308,41.925575954
242824,-87.624272468,41.900801649
242855,-87.609518049,41.892249163
242897,-87.644605003,41.941883022
242999,-87.651185341,41.881605188
243111,-87.72332836,41.938623091
243199,-87.687741249,41.931968066
243207,-87.914428439,42.008536401
243245,-87.655056884,41.945603317
243275,-87.674833567,41.95431724
243364,-87.630391645,41.882093367
243427,-87.692817177,41.979183081
243484,-87.683077146,41.939404859
243531,-87.626556085,41.886831512
243589,-87.677914096,41.903289142
243608,-87.709631804,41.983172868
243713,-87.655399582,41.750582474
243725,-87.697094473,41.984430647
243726,-87.707085604,41.887402155
243799,-87.659825994,41.980121882
243873,-87.647858308,41.925575954
243878,-87.59386259,41.791363239
243881,-87.639758685,41.881994338
243921,-87.67467547,41.896059477
243960,-87.632094196,41.849954002
244005,-87.65502138,41.982989018
244028,-87.659414087,41.968723711
244092,-87.72332836,41.938623091
244114,-87.806246035,41.927927019
244181,-87.687738508,41.923199893
244227,-87.632141867,41.852010428
244229,-87.639764523,41.879616268
244265,-87.622945328,41.891866049
244477,-87.632674115,41.889225372
244480,-87.817099825,42.003521558
244677,-87.629775097,41.883322199
244694,-87.914428439,42.008536401
244842,-87.676591131,41.909962434
244937,-87.63318903,41.878014487
244975,-87.599498495,41.788690225
245026,-87.64965206,41.957940147
245088,-87.678062723,41.910364022
245182,-87.564739392,41.764509173
245208,-87.65502138,41.982989018
245229,-87.68697066,41.894997299
245247,-87.741645644,41.789329323
245371,-87.710323101,41.992344902
245408,-87.666319585,41.937724819
245562,-87.635623854,41.880527592
245814,-87.624272468,41.900801649
245817,-87.844075627,41.98109378
245888,-87.642847134,41.885814724
245981,-87.676195083,41.909420031
245995,-87.627017382,41.899173064
246098,-87.641275825,41.881966449
246119,-87.64663772,41.878064049
246219,-87.690481552,41.895815261
246332,-87.623961316,41.897740856
246348,-87.685770718,41.964622923
246479,-87.701205631,41.966157929
246651,-87.670033985,41.995166935
246680,-87.631848443,41.85202315
246711,-87.624498125,41.879489329
246732,-87.653528118,41.918474961
246931,-87.658205522,41.978062148
247002,-87.635840254,41.896317588
247220,-87.72735832,41.940144386
247293,-87.668567779,41.976357481
247331,-87.632062286,41.878025655
247508,-87.634538115,41.919078039
247530,-87.806246035,41.927927019
247558,-87.638007427,41.918445336
247698,-87.597378521,41.785857336
247759,-87.678130428,41.910364204
247848,-87.634904368,41.894671024
247875,-87.655474544,41.896156347
247970,-87.655838762,41.869540615
248004,-87.680941115,41.943296211
248021,-87.670756999,41.961461421
248041,-87.710780922,41.968691672
248487,-87.671180893,41.943047201
248510,-87.637216392,41.884525461
248517,-87.725544755,41.931917684
248645,-87.62663329,41.8757876
248685,-87.712300265,41.968674151
248727,-87.691099599,41.990381096
248757,-87.626696815,41.893404102
248780,-87.632868362,41.897254399
248862,-87.715395437,41.808085352
248894,-87.632646837,41.88752864
248909,-87.624404399,41.887418889
249008,-87.634022032,41.878006063
249043,-87.64958844,41.908617231
249080,-87.628369943,41.897542251
249097,-87.807009257,41.941242142
249107,-87.759257199,41.938556717
249133,-87.677329263,41.910594347
249180,-87.62805356,41.886704229
249194,-87.659463023,41.905428783
249223,-87.660061201,41.977994211
249231,-87.675966767,41.96160567
249353,-87.769144491,41.79456475
249447,-87.668252474,42.016157042
249601,-87.649494692,41.942407683
249668,-87.628285807,41.894183225
249678,-87.624307178,41.891688517
249700,-87.641544074,41.87685514
249897,-87.666522092,41.869151604
249987,-87.618502427,41.892518301
250290,-87.72332836,41.938623091
250462,-87.687485554,41.859231663
250563,-87.63051041,41.89495293
250654,-87.630800667,41.884779705
250859,-87.600059532,41.789423469
250873,-87.632062286,41.878025655
250880,-87.745327672,41.967944262
250966,-87.636709822,41.896669492
251197,-87.636403135,41.929904874
251330,-87.632595153,41.885761124
251334,-87.648934129,41.859835673
251342,-87.766175687,41.983768467
251408,-87.708396949,41.961225359
251486,-87.679075957,41.954854382
251707,-87.605547143,41.778708617
251739,-87.634022032,41.878006063
251742,-87.636589107,41.880717575
251861,-87.66879773,41.954183774
251942,-87.645820964,41.864687023
252080,-87.677515948,41.910278011
252092,-87.741645644,41.789329323
252189,-87.673923954,41.886928139
252381,-87.654918585,41.852624946
252491,-87.666019096,41.937513752
252543,-87.620743726,41.894903302
252646,-87.769144491,41.79456475
252736,-87.621438688,41.890001335
252827,-87.59353805,41.791366755
252946,-87.674320837,41.954323838
253008,-87.575451405,41.77863625
253061,-87.625867137,41.891590741
253078,-87.630391645,41.882093367
253084,-87.711547088,41.931448844
253087,-87.699867878,42.011961732
253106,-87.666353919,42.008813689
253211,-87.624662555,41.885848995
253328,-87.63311319,41.852726786
253468,-87.634661055,41.904829526
253486,-87.752871971,41.967855104
253607,-87.624812444,41.893216223
253681,-87.72836921,41.985931514
253696,-87.675657558,41.83146662
253837,-87.654966292,41.939787596
253976,-87.678681333,41.943324087
254037,-87.607281209,41.758657919
254114,-87.807002913,41.949389617
254225,-87.766175687,41.983768467
254287,-87.812280307,41.952540149
254332,-87.677830971,41.903071092
254380,-87.793740718,41.938301332
254589,-87.644320975,41.942258246
254657,-87.642849948,41.893991884
255017,-87.691408906,41.96848269
255029,-87.626344413,41.887436519
255039,-87.690025078,42.019420972
255040,-87.707719864,41.954031554
255098,-87.590843539,41.787969891
255147,-87.590843539,41.787969891
255281,-87.766696606,41.940000631
255516,-87.658604614,41.891769778
255778,-87.634769095,41.88331786
255867,-87.646504796,41.858183857
256017,-87.844075627,41.98109378
256021,-87.664536878,41.797822588
256060,-87.673897437,41.87095119
256178,-87.679113787,41.887591549
256267,-87.628761252,41.835100346
256390,-87.705025162,41.968372954
256564,-87.672009689,41.944712685
256613,-87.641275825,41.881966449
256813,-87.637164794,41.885243233
256905,-87.694829722,41.997754789
257059,-87.602854747,41.791484986
257061,-87.686937189,41.966413088
257193,-87.676054553,41.939710054
257195,-87.618502427,41.892518301
257267,-87.644754571,41.93800688
257296,-87.616446776,41.809567038
257341,-87.625850989,41.883111687
257446,-87.622565133,41.887999887
257455,-87.644198417,41.938435181
257466,-87.632548439,41.895852573
257561,-87.669492025,41.961478271
257564,-87.638022711,41.933041987
257808,-87.656900868,41.88539187
257868,-87.618502427,41.892518301
258103,-87.806906809,41.975872978
258175,-87.636676091,41.8855345
258444,-87.636524344,41.877791648
258460,-87.620970559,41.88820137
258762,-87.64580479,41.735932372
258896,-87.663769116,41.943374661
258987,-87.660640927,41.965460917
259040,-87.689936629,42.012389417
259322,-87.806767944,41.942680787
259420,-87.639499956,41.878155377
259510,-87.596349218,41.780461005
259518,-87.708230325,41.956193397
259540,-87.722270797,41.968194856
259634,-87.638007427,41.918445336
259649,-87.638007427,41.918445336
259694,-87.691099599,41.990381096
259792,-87.6229018,41.894852961
259923,-87.750248227,41.953485015
259943,-87.655302451,41.94711896
260002,-87.672920781,41.921365862
260117,-87.655752955,41.973190362
260180,-87.667444076,41.90703875
260276,-87.585799573,41.806170388
260379,-87.680749338,41.876270655
260431,-87.743003421,41.807533457
260478,-87.665406207,41.994605106
260503,-87.652255882,41.908854656
260533,-87.653502812,41.943662302
260538,-87.677669426,41.886649247
260658,-87.719328948,41.853194515
260666,-87.634860726,41.911255209
260697,-87.76603991,41.938469953
260856,-87.630800667,41.884779705
260934,-87.64450523,41.938846966
260988,-87.64868497,41.918943199
261085,-87.648341887,41.917706084
261169,-87.624312784,41.892140784
261243,-87.626082197,41.883526492
261273,-87.66786748,41.925265
261305,-87.639764523,41.879616268
261338,-87.632457875,41.880075102
261353,-87.647493345,41.89175404
261368,-87.638375163,41.908856726
261544,-87.655474544,41.896156347
261575,-87.760385862,41.796133547
261605,-87.625572735,41.878147859
261609,-87.628503064,41.902171928
261703,-87.659414087,41.968723711
261732,-87.698068314,41.942679962
261736,-87.635840254,41.896317588
261881,-87.625850989,41.883111687
261898,-87.743003421,41.807533457
261951,-87.64699277,41.864750025
262000,-87.634955203,41.888074281
262075,-87.597378521,41.785857336
262116,-87.629294015,41.872767
262151,-87.687616424,41.967406598
262229,-87.631002223,41.879302729
262241,-87.671180893,41.943047201
262330,-87.693220135,41.968467022
262347,-87.580432468,41.722293289
262396,-87.672009689,41.944712685
262400,-87.747254786,41.990014752
262406,-87.653776717,41.944016173
262447,-87.785823503,41.930110626
262477,-87.677830971,41.903071092
262586,-87.66139721,41.934631813
262590,-87.655086084,41.973714739
262647,-87.747231694,41.9168114
262863,-87.74127656,41.787835631
262913,-87.625403268,41.87431165
262976,-87.656239461,41.85657427
263059,-87.649578514,41.945503653
263068,-87.621438688,41.890001335
263103,-87.622955366,41.74356768
263110,-87.837238725,41.981198391
263259,-87.74127656,41.787835631
263383,-87.661290065,41.852526166
263547,-87.651954819,41.874243182
263548,-87.710753043,41.961268213
263599,-87.62645664,41.880675401
263677,-87.648781981,41.921905478
263878,-87.626082197,41.883526492
263903,-87.654918585,41.852624946
264043,-87.647426234,41.879183093
264367,-87.594309544,41.785957837
264661,-87.660061201,41.977994211
264691,-87.64868497,41.918943199
264731,-87.637216392,41.884525461
264770,-87.634769095,41.88331786
264799,-87.649294571,41.908619727
264847,-87.709805175,41.930392308
264872,-87.634955203,41.888074281
264952,-87.624501722,41.880395838
264995,-87.621438688,41.890001335
265028,-87.65710042,41.994481857
265032,-87.713407964,41.975952356
265051,-87.678062723,41.910364022
265053,-87.627353059,41.89679772
265072,-87.649415211,41.940032781
265163,-87.645991122,41.92361621
265192,-87.653528118,41.918474961
265206,-87.673923954,41.886928139
265259,-87.779285192,41.945633439
265265,-87.611569884,41.892094137
265268,-87.677122416,41.903588941
265322,-87.650773391,41.939856704
265419,-87.628824428,41.903988441
265718,-87.64511919,41.943554985
265730,-87.678062723,41.910364022
265736,-87.632595153,41.885761124
265886,-87.699046755,41.975219998
266061,-87.618536719,41.895941873
266107,-87.785823503,41.930110626
266120,-87.624272468,41.900801649
266191,-87.634414351,41.834666294
266194,-87.642849948,41.893991884
266309,-87.725958157,41.918206113
266543,-87.641377478,41.883108072
266595,-87.641544074,41.87685514
266651,-87.708049231,41.959571527
266662,-87.664281826,41.88471128
266684,-87.642849948,41.893991884
266761,-87.668252474,42.016157042
266863,-87.642076344,41.92854129
266876,-87.816227484,41.945016727
266962,-87.674497148,42.010878325
267016,-87.644399047,41.922477913
267043,-87.593700385,41.79136503
267137,-87.666353919,42.008813689
267180,-87.634314155,41.903371951
267287,-87.632646837,41.88752864
267404,-87.639764523,41.879616268
267475,-87.621777409,41.898530344
267542,-87.550803536,41.713304177
267747,-87.648010451,41.910813473
267771,-87.682735396,41.943054831
267862,-87.648010451,41.910813473
267863,-87.684667428,41.914900977
267894,-87.634904368,41.894671024
267903,-87.72332836,41.938623091
267994,-87.67227603,42.002473724
268003,-87.654918585,41.852624946
268041,-87.78921769,41.998626061
268158,-87.596601477,41.79517545
268232,-87.642070382,41.868015128
268246,-87.626034735,41.881147216
268249,-87.647173229,41.872004019
268261,-87.62935654,41.874481166
268386,-87.81695003,42.003564331
268421,-87.714360878,41.854570359
268435,-87.637064995,41.878138181
268546,-87.679283872,41.976988998
268623,-87.658111624,41.983766484
269026,-87.66851089,41.983038584
269056,-87.645820964,41.864687023
269058,-87.668912756,41.943432313
269122,-87.670890134,41.932482474
269147,-87.667444076,41.90703875
269340,-87.845674416,41.981063197
269375,-87.759257199,41.938556717
269462,-87.710323101,41.992344902
269464,-87.688605085,41.997861005
269479,-87.668267231,41.932891263
269549,-87.630562518,41.893127755
269554,-87.74127656,41.787835631
269557,-87.63318903,41.878014487
269583,-87.637163618,41.881722457
269699,-87.7193732,41.953996695
269734,-87.676206876,41.830489873
269756,-87.638007427,41.918445336
269880,-87.718744144,41.928344205
269937,-87.626976034,41.883109079
270085,-87.632547742,41.895815087
270087,-87.590843539,41.787969891
270088,-87.62597953,41.867751467
270148,-87.636297703,41.886025413
270484,-87.66100296,42.004715699
270727,-87.636649062,41.883234348
270773,-87.78027566,41.938504875
270783,-87.651185341,41.881605188
270837,-87.627035641,41.887938744
270985,-87.693220135,41.968467022
271070,-87.64511919,41.943554985
271137,-87.624274978,41.899248597
271141,-87.637131776,41.880557025
271166,-87.642849948,41.893991884
271205,-87.624419185,41.876248128
271236,-87.694874677,41.968452474
271249,-87.624016289,41.891897076
271285,-87.613002308,41.816813495
271439,-87.741645644,41.789329323
271831,-87.613882123,41.851019777
271893,-87.64511919,41.943554985
271982,-87.914428439,42.008536401
272111,-87.638007427,41.918445336
272239,-87.639758685,41.881994338
272311,-87.623980519,41.900118457
272318,-87.655056884,41.945603317
272432,-87.625832483,41.8796405
272440,-87.624384671,41.886567371
272548,-87.914428439,42.008536401
272557,-87.618979239,41.794316562
272610,-87.787755655,41.930851315
272631,-87.617488193,41.860449933
272773,-87.651446806,41.940692758
272785,-87.651210937,41.940826003
272838,-87.656345422,41.86953213
272868,-87.73351986,41.989964243
272958,-87.807319989,41.950064347
272965,-87.622955366,41.74356768
272979,-87.687616424,41.967406598
273065,-87.740458945,41.902331663
273066,-87.76039998,41.96798107
273112,-87.642076344,41.92854129
273113,-87.594086588,41.785959973
273174,-87.654377246,41.943986057
273178,-87.64965206,41.957940147
273292,-87.649176566,41.941696341
273295,-87.641119667,41.884187507
273398,-87.632120577,41.878542932
273449,-87.692834057,41.981866037
273518,-87.698823221,41.851744547
273590,-87.668962161,41.895935952
273596,-87.624812444,41.893216223
273622,-87.660061201,41.977994211
273681,-87.634769095,41.88331786
273815,-87.653152622,41.910729292
273858,-87.669821832,41.910711337
273869,-87.691408906,41.96848269
273893,-87.632094196,41.849954002
273936,-87.654483006,41.957526146
273987,-87.637216392,41.884525461
274374,-87.644405598,41.935870129
274456,-87.625572735,41.878147859
274720,-87.677755184,41.903072506
274728,-87.709805175,41.930392308
274762,-87.582946626,41.73684227
274922,-87.74127656,41.787835631
274989,-87.795620293,41.90912536
275056,-87.640333624,41.904472544
275127,-87.634710899,41.886709222
275157,-87.618850804,41.852075574
275375,-87.685770718,41.964622923
275469,-87.666019096,41.937513752
275493,-87.766365616,41.938939608
275556,-87.653415624,41.9179944
275638,-87.632094196,41.849954002
275728,-87.667223183,41.898904321
275758,-87.652823684,41.882939322
275769,-87.622044738,41.891661717
275871,-87.696644925,41.899330918
275917,-87.653928731,41.932746527
275927,-87.677244708,41.897497008
275983,-87.663780968,41.869195016
276065,-87.637216392,41.884525461
276153,-87.629775097,41.883322199
276163,-87.675783092,41.965251154
276196,-87.622166271,41.886027278
276207,-87.637120956,41.889682961
276225,-87.627987267,41.902487771
276294,-87.731888063,41.844041312
276344,-87.690796243,41.961408694
276381,-87.687738508,41.923199893
276393,-87.705208261,41.928293033
276412,-87.678062723,41.910364022
276674,-87.716263848,41.981249671
276723,-87.625867137,41.891590741
276811,-87.664221785,41.949147759
276818,-87.601985186,41.787850042
276861,-87.639637284,41.883565313
276881,-87.651210937,41.940826003
276939,-87.664281826,41.88471128
276984,-87.678062723,41.910364022
277065,-87.669965312,41.903195593
277067,-87.662474064,41.903725477
277280,-87.599498495,41.788690225
277286,-87.634314155,41.903371951
277369,-87.634592464,41.88053925
277381,-87.669965312,41.903195593
277397,-87.660111975,41.925157007
277442,-87.649176566,41.941696341
277493,-87.69352967,41.903064338
277586,-87.64868497,41.918943199
277602,-87.696324438,41.983982301
277705,-87.582946626,41.73684227
277872,-87.653159551,41.910948763
278198,-87.653528118,41.918474961
278221,-87.636676091,41.8855345
278241,-87.629997486,41.884590839
278250,-87.692834057,41.981866037
278256,-87.712805089,41.944881074
278436,-87.638578668,41.878581561
278473,-87.634592464,41.88053925
278494,-87.745907755,41.915710146
278529,-87.737996905,41.953420907
278539,-87.589048953,41.799653784
278571,-87.719577181,41.931990566
278580,-87.752871971,41.967855104
278596,-87.708995751,41.982581818
278620,-87.747231694,41.9168114
278704,-87.621438688,41.890001335
278729,-87.747231694,41.9168114
278749,-87.674320837,41.954323838
278767,-87.766696606,41.940000631
278802,-87.66139721,41.934631813
278839,-87.695972302,41.92219439
278843,-87.76603991,41.938469953
278891,-87.723443741,41.79799187
278918,-87.585776806,41.762523909
278974,-87.636523872,41.878560154
279053,-87.632674115,41.889225372
279192,-87.636709822,41.896669492
279259,-87.688830236,41.970773488
279329,-87.747212926,41.953311197
279330,-87.710782676,41.968540487
279535,-87.640723497,41.863337832
279577,-87.632582135,41.885444388
279583,-87.659414087,41.968723711
279744,-87.644326815,41.932702284
279923,-87.651185341,41.881605188
280021,-87.634176883,41.853304512
280125,-87.692834057,41.981866037
280160,-87.816227484,41.945016727
280287,-87.629065289,41.874662881
280322,-87.658604614,41.891769778
280364,-87.723207113,41.968403357
280421,-87.66161251,41.89605275
280478,-87.656262629,41.97340307
280773,-87.639637284,41.883565313
280802,-87.645266074,41.943796776
280847,-87.664565129,41.921581373
280920,-87.699992361,41.924668247
280943,-87.651210937,41.940826003
280967,-87.637216392,41.884525461
281061,-87.661172188,41.965435189
281076,-87.64868497,41.918943199
281166,-87.658604614,41.891769778
281196,-87.763859195,41.99743743
281222,-87.694874677,41.968452474
281239,-87.806968561,41.940111944
281269,-87.720106838,41.942917341
281311,-87.677634151,41.896010179
281329,-87.628009163,41.898431372
281465,-87.758346968,41.968005707
281483,-87.68879319,41.969693264
281539,-87.627948771,41.883108627
281546,-87.633164538,41.884361877
281560,-87.677755184,41.903072506
281801,-87.633377661,41.852942745
281929,-87.70712865,41.932137487
281935,-87.663780968,41.869195016
282032,-87.660796569,41.869242742
282090,-87.668912756,41.943432313
282194,-87.625953992,41.8673211
282212,-87.65502138,41.982989018
282277,-87.641119667,41.884187507
282303,-87.694535197,41.968455172
282312,-87.678062723,41.910364022
282348,-87.678130428,41.910364204
282349,-87.67227603,42.002473724
282379,-87.666896716,41.938556625
282389,-87.630562518,41.893127755
282424,-87.669352054,41.895929605
282559,-87.837238725,41.981198391
282593,-87.636403135,41.929904874
282622,-87.731098276,41.952810606
282669,-87.666774151,41.917165036
282697,-87.635042769,41.877351192
282705,,
282721,-87.684667428,41.914900977
282838,-87.660111975,41.925157007
282906,-87.688536004,41.968308772
282987,-87.649294571,41.908619727
282996,-87.634729782,41.906926209
283161,-87.575451405,41.77863625
283184,-87.631566571,41.911310361
283190,-87.781716617,41.777559669
283323,-87.766175687,41.983768467
283350,-87.626082794,41.871774309
283390,-87.708049231,41.959571527
283529,-87.618502427,41.892518301
283693,-87.628369943,41.897542251
283850,-87.68256824,41.706267847
283900,-87.597378521,41.785857336
283903,-87.642423913,41.928585159
284012,-87.807002913,41.949389617
284109,-87.66879773,41.954183774
284181,-87.629450321,41.810644406
284182,-87.729273466,41.90973595
284238,-87.631005407,41.892572757
284352,-87.666353919,42.008813689
284513,-87.622247991,41.884632076
284514,-87.588936218,41.80073555
284539,-87.697778317,41.942897742
284686,-87.807009257,41.941242142
284752,-87.604905198,41.744630715
284791,-87.617589151,41.893341296
284815,-87.66139721,41.934631813
284916,-87.603744686,41.785790958
285087,-87.747057602,41.916815034
285149,-87.806280071,41.928883327
285224,-87.621438688,41.890001335
285271,-87.629922583,41.896720932
285410,-87.624307178,41.891688517
285412,-87.629610541,41.895773515
285455,-87.678062723,41.910364022
285662,-87.648526618,41.949157243
285731,-87.6335146,41.88331838
285758,-87.675668943,41.903327164
285783,-87.620520448,41.894905816
285785,-87.630391645,41.882093367
285910,-87.655160522,41.977335244
285954,-87.629502283,41.87967604
286015,-87.682232446,41.928487995
286307,-87.629211595,41.87988544
286335,-87.634538115,41.919078039
286349,-87.720192247,41.939071683
286469,-87.691457874,41.917649731
286699,-87.707119009,41.927653196
286715,-87.654688463,41.932512475
286725,-87.806246035,41.927927019
286785,-87.626015798,41.869062517
286945,-87.628194165,41.902442287
287049,-87.626082197,41.883526492
287055,-87.645029606,41.932745281
287100,-87.72735832,41.940144386
287262,-87.586607206,41.803357953
287316,-87.678062723,41.910364022
287331,-87.688536004,41.968308772
287454,-87.62014286,41.895692401
287552,-87.727578352,41.968357068
287561,-87.678062723,41.910364022
287608,-87.666369399,42.009176976
287618,-87.627305436,41.855885131
287647,-87.708396949,41.961225359
287660,-87.676669301,41.951395589
287708,-87.71539914,41.793210649
288035,-87.676508566,41.910611845
288079,-87.741645644,41.789329323
288149,-87.624307178,41.891688517
288188,-87.585799573,41.806170388
288376,-87.741645644,41.789329323
288378,-87.609518049,41.892249163
288423,-87.714360878,41.854570359
288443,-87.914428439,42.008536401
288450,-87.652156209,41.857902693
288462,-87.669225954,41.986086205
288536,-87.619668637,41.865732312
288569,-87.649239948,41.87802578
288635,-87.726819268,41.924593022
288701,-87.69352967,41.903064338
288710,-87.649529148,41.950822685
288720,-87.716263848,41.981249671
288771,-87.624428052,41.87666158
288913,-87.618207901,41.896711367
288983,-87.655752955,41.973190362
289048,-87.636589107,41.880717575
289151,-87.692811206,41.895573357
289193,-87.658320864,41.990165891
289203,-87.637164794,41.885243233
289257,-87.585799573,41.806170388
289278,-87.585799573,41.806170388
289282,-87.806859455,41.937007366
289331,-87.629610541,41.895773515
289515,-87.66161251,41.89605275
289621,-87.641544074,41.87685514
289789,-87.596262695,41.789364411
290022,-87.699692085,41.994787517
290023,-87.629065289,41.874662881
290041,-87.655838762,41.869540615
290079,-87.667068678,41.714
290090,-87.66419709,41.869409054
290092,-87.623507509,41.895060786
290102,-87.687832201,41.889435746
290188,-87.681119283,41.954011965
290242,-87.626387117,41.898710516
290394,-87.617041363,41.75848317
290568,-87.726800325,41.93066028
290572,-87.692834057,41.981866037
290596,-87.65104908,41.927234066
290598,-87.630800667,41.884779705
290653,-87.766390515,41.939654264
290695,-87.666369399,42.009176976
290752,-87.642058833,41.867728804
290778,-87.635042769,41.877351192
290905,-87.58494662,41.793514076
291012,-87.651185341,41.881605188
291049,-87.758346968,41.968005707
291065,-87.63236505,41.888741605
291251,-87.634769095,41.88331786
291255,-87.657702107,42.000928173
291406,-87.683077146,41.939404859
291410,-87.666913106,41.880318779
291503,-87.691457874,41.917649731
291594,-87.624517791,41.882288177
291659,-87.740458945,41.902331663
291679,-87.630888075,41.888087353
291838,-87.637164794,41.885243233
291865,-87.685541797,41.853923562
291947,-87.677383247,41.903298793
291991,-87.682735396,41.943054831
292024,-87.690303547,42.00846047
292173,-87.838385258,41.966453173
292226,-87.627963646,41.882082752
292278,-87.711574451,41.993111793
292331,-87.629775097,41.883322199
292332,-87.764656926,41.953100729
292381,-87.550803536,41.713304177
292420,-87.630562518,41.893127755
292479,-87.652746616,41.961694968
292506,-87.781716617,41.777559669
292510,-87.747057602,41.916815034
292808,-87.68697066,41.894997299
292899,-87.646504796,41.858183857
292954,-87.678089832,41.896001993
292977,-87.770812372,41.887043216
293000,-87.632755374,41.892445282
293022,-87.642849948,41.893991884
293173,-87.838385258,41.966453173
293210,-87.622872332,41.893613919
293296,-87.688536004,41.968308772
293350,-87.64868497,41.918943199
293423,-87.723443741,41.79799187
293564,-87.676669301,41.951395589
293568,-87.630562518,41.893127755
293716,-87.914428439,42.008536401
293737,-87.626793222,41.88196533
293745,-87.642423913,41.928585159
293839,-87.758346968,41.968005707
293885,-87.64868497,41.918943199
293931,-87.647385994,41.877721138
293996,-87.642058833,41.867728804
294004,-87.626556085,41.886831512
294049,-87.654982424,41.969679946
294054,-87.651182688,41.833618869
294061,-87.631005407,41.892572757
294112,-87.806767944,41.942680787
294412,-87.709805175,41.930392308
294430,-87.649494692,41.942407683
294453,-87.641174311,41.927008096
294458,-87.690160947,41.895598358
294459,-87.649286912,41.945572669
294498,-87.601430474,41.790484878
294547,-87.804534636,41.923853045
294612,-87.647493345,41.89175404
294686,-87.663769116,41.943374661
294748,-87.712875265,41.995478879
294762,-87.677830971,41.903071092
295068,-87.766390515,41.939654264
295097,-87.703863296,41.809002287
295129,-87.571047692,41.751778885
295267,-87.632797134,41.872102297
295413,-87.632062286,41.878025655
295565,-87.66910712,41.997985219
295641,-87.63030327,41.883320033
295692,-87.615866646,41.89479837
295695,-87.632062286,41.878025655
295736,-87.669225954,41.986086205
295798,-87.636403135,41.929904874
295829,-87.681849494,41.88743405
295845,-87.622872332,41.893613919
296110,-87.80632537,41.93024613
296295,-87.648729461,41.950021043
296405,-87.62469579,41.888140152
296456,-87.770812372,41.887043216
296504,-87.667444076,41.90703875
296864,-87.634266127,41.893514407
296954,-87.709805175,41.930392308
296957,-87.625867137,41.891590741
296992,-87.64952321,41.943659495
297106,-87.654949778,41.967644374
297124,-87.632504189,41.881674757
297147,-87.766175687,41.983768467
297315,-87.694874677,41.968452474
297316,-87.672298596,41.896099353
297424,-87.683077146,41.939404859
297488,-87.680589203,41.917585992
297500,-87.663769116,41.943374661
297806,-87.600059532,41.789423469
297811,-87.658378837,41.928816916
297890,-87.628192275,41.899030982
297973,-87.62014286,41.895692401
298061,-87.592350887,41.799394898
298123,-87.661046126,42.005423822
298188,-87.6583313,41.999883229
298239,-87.62438167,41.886377406
298334,-87.668495747,41.978066283
298406,-87.65106665,41.883715076
298546,-87.705061268,41.928292712
298615,-87.707145153,41.909897849
298643,-87.686829683,41.866493817
298713,-87.677515948,41.910278011
298852,-87.626034735,41.881147216
298944,-87.608518651,41.690669507
298994,-87.653528118,41.918474961
299136,-87.611569884,41.892094137
299298,-87.666849361,41.877924584
299312,-87.710452361,41.983160841
299346,-87.623980519,41.900118457
299468,-87.675783092,41.965251154
299476,-87.679075957,41.954854382
299575,-87.64868497,41.918943199
299608,-87.62404737,41.888079426
299614,-87.633697175,41.882448969
299725,-87.666369399,42.009176976
299771,-87.667223183,41.898904321
299781,-87.624812444,41.893216223
299985,-87.632094196,41.849954002
300027,-87.632582135,41.885444388
300051,-87.632303735,41.885822048
300085,-87.701205631,41.966157929
300090,-87.687832201,41.889435746
300112,-87.624307178,41.891688517
300466,-87.655610183,41.962230715
300520,-87.647452744,41.879942323
300768,-87.649832934,41.884476187
300813,-87.655056884,41.945603317
300832,-87.683712523,41.910483811
300876,-87.53663321,41.713787169
300893,-87.635436571,41.881822494
300985,-87.653208325,41.917732851
301072,-87.692286234,41.97432474
301083,-87.701411911,41.907739733
301153,-87.681389447,41.957673949
301222,-87.670465614,41.903407374
301296,-87.652086227,41.881589312
301367,-87.655642817,41.890989624
301390,-87.64965206,41.957940147
301424,-87.718744144,41.928344205
301503,-87.635436571,41.881822494
301515,-87.641529678,41.927066755
301550,-87.624498125,41.879489329
