,LONGITUDE,LATITUDE
901221,-87.645743268,41.864688221
901298,-87.590675716,41.799414299
901390,-87.634955203,41.888074281
901477,-87.641529678,41.927066755
901497,,
901613,-87.620831634,41.878384306
901720,-87.585799573,41.806170388
901857,-87.654966292,41.939787596
901870,-87.786253674,41.923781797
901933,-87.704725454,41.691398936
902240,-87.644320975,41.942258246
902266,-87.81695003,42.003564331
902275,-87.672516933,41.910671666
902353,-87.64699277,41.864750025
902407,-87.670598682,41.869310907
902525,-87.682735396,41.943054831
902535,-87.710763585,41.968058589
902747,-87.692817177,41.979183081
902764,-87.711547088,41.931448844
902799,-87.630950486,41.878814822
902866,-87.668841447,41.940944642
902893,-87.741645644,41.789329323
903128,-87.613188896,41.783819303
903145,-87.621438688,41.890001335
903149,-87.645266074,41.943796776
903172,-87.631263221,41.883100962
903175,-87.630562518,41.893127755
903260,-87.656459363,41.890980342
903291,-87.631427622,41.900661339
903316,-87.657702107,42.000928173
903347,-87.638422171,41.877975138
903385,-87.648781981,41.921905478
903389,-87.712875265,41.995478879
903471,-87.914428439,42.008536401
903476,-87.655838762,41.869540615
903534,-87.78921769,41.998626061
903765,-87.589048953,41.799653784
903948,-87.684674133,41.895890243
903954,-87.649529148,41.950822685
904054,-87.677329263,41.910594347
904318,-87.696491825,41.984079929
904325,-87.625935647,41.884387319
904398,-87.625564145,41.893272906
904622,-87.676206876,41.830489873
904624,-87.747057602,41.916815034
904632,-87.692049894,41.974568345
904685,-87.707226625,41.929945756
904811,-87.669099314,41.984384825
905048,-87.631261323,41.880801066
905107,-87.630800667,41.884779705
905124,-87.678130428,41.910364204
905216,-87.585799573,41.806170388
905262,-87.620736038,41.893286702
905327,-87.639758685,41.881994338
905385,-87.627035641,41.887938744
905433,-87.712805089,41.944881074
905453,-87.679136136,41.971969427
905484,-87.710782676,41.968540487
905533,-87.66419709,41.869409054
905653,-87.675657558,41.83146662
905792,-87.630888075,41.888087353
905906,-87.653962589,41.943820984
906002,-87.709548057,41.869907225
906010,-87.666019096,41.937513752
906037,-87.687832201,41.889435746
906130,-87.772838293,41.865589515
906395,-87.664227479,41.949373986
906454,-87.632831712,41.895283321
906578,-87.66419709,41.869409054
906624,-87.609354637,41.751322102
906638,-87.632674115,41.889225372
906652,-87.658421768,41.890961434
906734,-87.676195083,41.909420031
906895,-87.682735396,41.943054831
906945,-87.682735396,41.943054831
906959,-87.627883478,41.886707555
907121,-87.707719864,41.954031554
907189,-87.728231999,41.970208872
907251,-87.651182688,41.833618869
907302,-87.64465928,41.942773751
907365,-87.709903439,41.930452251
907471,-87.637164794,41.885243233
907501,-87.691408906,41.96848269
907526,-87.630562518,41.893127755
907600,-87.680589203,41.917585992
907602,-87.631002223,41.879302729
907610,-87.644182406,41.750322387
907651,-87.660135907,41.99052009
907657,-87.644121184,41.931350508
907696,-87.760385862,41.796133547
907866,-87.836797307,41.97028928
907969,-87.66419709,41.869409054
908228,-87.713407964,41.975952356
908266,-87.635623854,41.880527592
908318,-87.679429001,41.943096883
908339,-87.713822193,41.869855437
908449,-87.675048238,41.954094914
908660,-87.731156097,41.880769739
908707,-87.622247991,41.884632076
908710,-87.663769116,41.943374661
908826,-87.601985186,41.787850042
908873,-87.614354525,41.780371422
908888,-87.651182688,41.833618869
909049,-87.644605003,41.941883022
909084,-87.654949778,41.967644374
909090,-87.72836921,41.985931514
909197,-87.914428439,42.008536401
909226,-87.636589107,41.880717575
909348,-87.58494662,41.793514076
909397,-87.636589107,41.880717575
909455,-87.636403135,41.929904874
909509,-87.622247991,41.884632076
909519,-87.651182688,41.833618869
909523,-87.627332923,41.900035302
909560,-87.654926518,41.896384295
909680,-87.666332925,42.008206656
909735,-87.677191234,41.910059843
909805,-87.63051041,41.89495293
909875,-87.655056884,41.945603317
909905,-87.625935647,41.884387319
909985,-87.804534636,41.923853045
910209,-87.681849494,41.88743405
910211,-87.73351986,41.989964243
910218,-87.622955366,41.74356768
910282,-87.654982424,41.969679946
910432,-87.693682489,41.80088493
910483,-87.632674115,41.889225372
910502,-87.624812444,41.893216223
910532,-87.651182688,41.833618869
910550,-87.637120956,41.889682961
910570,-87.642076344,41.92854129
910577,-87.610943285,41.773160857
910703,-87.709805175,41.930392308
910755,-87.669107744,41.954179807
910771,-87.669965312,41.903195593
910784,-87.636805837,41.934402987
910924,-87.707119009,41.927653196
910929,-87.65502138,41.982989018
910963,-87.638202043,41.894047668
911186,-87.641544074,41.87685514
911243,-87.63051041,41.89495293
911295,-87.73351986,41.989964243
911350,-87.708251604,41.80817609
911364,-87.710780922,41.968691672
911366,-87.709214995,41.917264213
911404,-87.662832786,41.85774187
911455,-87.72332836,41.938623091
911509,-87.71539914,41.793210649
911547,-87.729058851,41.917024471
911578,-87.622612699,41.884628445
911649,-87.632548439,41.895852573
911813,-87.666369399,42.009176976
911833,-87.651182688,41.833618869
912038,-87.617041363,41.75848317
912055,-87.70847031,41.963600179
912197,-87.620128222,41.89668041
912460,-87.603744686,41.785790958
912484,-87.714267519,41.982890839
912491,-87.630950486,41.878814822
912512,-87.664173175,41.947496137
912542,-87.588936218,41.80073555
912549,-87.766696606,41.940000631
912573,-87.688798318,41.997374685
912654,-87.657494716,41.9944779
912709,-87.65502138,41.982989018
912742,-87.632547742,41.895815087
912778,-87.655752955,41.973190362
912832,-87.679075957,41.954854382
912883,-87.672516933,41.910671666
912930,-87.807009257,41.941242142
912943,-87.62404737,41.888079426
913080,-87.678130428,41.910364204
913151,-87.682232446,41.928487995
913209,-87.642076344,41.92854129
913227,-87.694829722,41.997754789
913240,-87.747005877,41.938074167
913280,-87.590843539,41.787969891
913342,-87.649532171,41.954674472
913366,-87.636403135,41.929904874
913408,-87.678029148,41.924737806
913560,-87.624707223,41.887914822
913569,-87.741645644,41.789329323
913579,-87.605721665,41.777659681
913601,-87.619668637,41.865732312
913659,-87.663769116,41.943374661
913673,-87.631968869,41.845372166
913698,-87.648803203,41.930899897
914080,-87.668179844,41.980461754
914219,-87.639725027,41.880699246
914230,-87.590396893,41.785995409
914313,-87.741645644,41.789329323
914436,-87.647094543,41.87791646
914474,-87.681849494,41.88743405
914541,-87.67227603,42.002473724
914543,-87.699086506,41.990334747
914602,-87.634860726,41.911255209
914615,-87.593700385,41.79136503
914690,-87.741645644,41.789329323
914744,-87.707119009,41.927653196
914824,-87.667612811,41.874296161
914829,-87.741645644,41.789329323
914845,-87.620743726,41.894903302
915136,-87.632062286,41.878025655
915213,-87.634538115,41.919078039
915266,-87.62645664,41.880675401
915383,-87.642423913,41.928585159
915493,-87.621438688,41.890001335
915559,-87.668675867,41.976076063
915569,-87.703863296,41.809002287
915591,-87.806280071,41.928883327
915609,-87.658378837,41.928816916
916031,-87.628194165,41.902442287
916128,,
916160,-87.655838762,41.869540615
916161,-87.624812444,41.893216223
916169,-87.670748809,41.939778081
916203,-87.632755374,41.892445282
916360,-87.639670688,41.92400932
916432,-87.687616424,41.967406598
916462,-87.627647245,41.881995198
916472,-87.637024697,41.920148393
916490,-87.632303735,41.885822048
916500,-87.64952321,41.943659495
916645,-87.66161251,41.89605275
916854,-87.663780968,41.869195016
916994,-87.696324438,41.983982301
917002,-87.679283872,41.976988998
917004,-87.630562518,41.893127755
917137,-87.625383771,41.882205471
917172,-87.769144491,41.79456475
917193,-87.661010711,42.00488092
917244,-87.631263221,41.883100962
917353,-87.845674416,41.981063197
917479,-87.647385994,41.877721138
917564,-87.62661991,41.896808636
917570,-87.655752955,41.973190362
917660,-87.64952321,41.943659495
917676,-87.625572735,41.878147859
917699,,
917711,-87.596601477,41.79517545
917749,-87.622044738,41.891661717
917791,-87.647858308,41.925575954
917867,-87.624659771,41.885801546
918016,-87.655302451,41.94711896
918054,-87.647246082,41.932863882
918070,-87.656459363,41.890980342
918086,-87.650773391,41.939856704
918102,-87.689984693,41.996338262
918134,-87.667612811,41.874296161
918140,-87.632120577,41.878542932
918145,-87.714267519,41.982890839
918340,-87.631263221,41.883100962
918582,-87.632868362,41.897254399
918755,-87.668567779,41.976357481
918856,-87.676206876,41.830489873
918867,-87.697356799,41.927896171
918948,-87.626078783,41.882567066
919050,-87.644399047,41.922477913
919073,-87.668267231,41.932891263
919084,-87.786368212,41.945552923
919139,-87.70159761,41.987089026
919195,-87.596601477,41.79517545
919281,-87.806767944,41.942680787
919401,-87.641119667,41.884187507
919563,-87.690796243,41.961408694
919886,-87.64965206,41.957940147
919978,-87.619668637,41.865732312
920054,-87.697356799,41.927896171
920133,-87.806246035,41.927927019
920153,-87.632062286,41.878025655
920241,-87.601430474,41.790484878
920273,-87.624269874,41.89071448
920442,-87.627883478,41.886707555
920556,-87.692817177,41.979183081
920599,-87.668917327,41.943602072
920619,-87.613882123,41.851019777
920629,-87.642849948,41.893991884
920671,-87.640723497,41.863337832
920679,-87.621986906,41.899351735
920946,-87.656681786,41.983791991
921169,-87.653309866,41.918215689
921243,-87.695972302,41.92219439
921330,-87.805905466,41.981000342
921358,-87.71539914,41.793210649
921359,-87.806246035,41.927927019
921434,-87.628503064,41.902171928
921655,-87.624501722,41.880395838
921721,-87.66419709,41.869409054
921810,-87.653152622,41.910729292
921861,-87.631566571,41.911310361
921915,-87.620822303,41.878265578
922180,-87.659363056,41.97336108
922245,-87.669841569,41.925671304
922268,-87.667158502,41.887040052
922324,-87.647385994,41.877721138
922330,-87.632120183,41.850939393
922404,-87.64868497,41.918943199
922538,-87.678800861,41.953984862
922557,-87.631005407,41.892572757
922587,-87.666353919,42.008813689
922591,-87.652683673,41.940041434
922600,-87.668252474,42.016157042
922744,-87.668176411,41.978607404
922772,-87.618832859,41.809457736
922925,-87.669564918,41.979717097
922956,-87.78027566,41.938504875
922973,-87.622565133,41.887999887
922975,-87.690799301,41.941426293
923062,-87.595170627,41.799398235
923108,-87.710038349,41.975840774
923226,-87.617488193,41.860449933
923294,-87.631002223,41.879302729
923334,-87.67227603,42.002473724
923336,-87.622565133,41.887999887
923358,-87.62663329,41.8757876
923397,,
923454,-87.672516933,41.910671666
923497,-87.628242738,41.892501167
923597,-87.654170779,41.946868052
923603,-87.634059068,41.854105415
923621,-87.645266074,41.943796776
923660,-87.737996905,41.953420907
923848,-87.624270069,41.897629246
924061,-87.630562518,41.893127755
924075,-87.713408356,41.97583832
924093,-87.709631804,41.983172868
924174,-87.661172188,41.965435189
924365,-87.632595153,41.885761124
924391,-87.602854747,41.791484986
924422,-87.596262695,41.789364411
924497,-87.668912756,41.943432313
924556,-87.758346968,41.968005707
924561,-87.684021397,41.961426337
924634,-87.632062286,41.878025655
924758,-87.618502427,41.892518301
924772,-87.687738508,41.923199893
924833,-87.711152513,41.982931134
924861,-87.624269874,41.89071448
924924,-87.672009689,41.944712685
924930,-87.649494692,41.942407683
924959,-87.660061201,41.977994211
924960,-87.67227603,42.002473724
924975,-87.626034735,41.881147216
925000,-87.677651769,41.961580737
925050,-87.632120183,41.850939393
925137,-87.62443921,41.877066783
925157,-87.60892911,41.809609254
925249,-87.773659845,41.982350141
925266,-87.773659845,41.982350141
925291,-87.622118882,41.892678418
925411,-87.708533851,42.011979879
925413,-87.628645222,41.736334713
925423,-87.651182688,41.833618869
925529,-87.747231694,41.9168114
925827,-87.633164538,41.884361877
926057,-87.629775097,41.883322199
926119,-87.737996905,41.953420907
926389,-87.675668943,41.903327164
926391,-87.642847134,41.885814724
926411,-87.672920781,41.921365862
926416,-87.696460849,41.96844094
926602,-87.838385258,41.966453173
926710,-87.634384345,41.750750387
926779,-87.694619915,41.968454449
926803,-87.649529148,41.950822685
926949,-87.642849948,41.893991884
927045,-87.629502283,41.87967604
927094,-87.632595153,41.885761124
927190,-87.701411911,41.907739733
927206,-87.70256684,41.987384849
927238,-87.66786748,41.925265
927301,,
927403,-87.688822133,41.998120888
927409,-87.688338055,41.968506258
927443,-87.675657558,41.83146662
927591,-87.6596091,41.972213557
927644,-87.588363686,41.800409524
927773,-87.708049231,41.959571527
927795,-87.632457875,41.880075102
927803,,
927941,-87.654949778,41.967644374
928000,-87.653528118,41.918474961
928203,-87.664542382,41.857713874
928265,-87.65502138,41.982989018
928358,-87.615866646,41.89479837
928385,-87.638887444,41.881664289
928631,-87.632062286,41.878025655
928649,-87.664173175,41.947496137
928689,-87.631791074,41.849441688
928698,-87.605065231,41.751491871
928719,-87.781716617,41.777559669
928864,-87.668495747,41.978066283
928953,-87.631003389,41.880854776
928956,-87.622955366,41.74356768
929140,-87.68449766,41.89497853
929180,-87.624307178,41.891688517
929224,-87.630562518,41.893127755
929296,-87.632646837,41.88752864
929418,-87.658797856,41.850451024
929458,-87.639758685,41.881994338
929523,-87.640695119,41.876646841
929601,-87.677651769,41.961580737
929773,-87.546082189,41.648742509
929793,-87.625383771,41.882205471
929826,-87.685583553,41.943235788
929871,-87.6229018,41.894852961
930014,-87.729632249,41.968114137
930030,-87.629922583,41.896720932
930057,-87.63424738,41.878223242
930129,-87.631003389,41.880854776
930163,-87.654675742,41.953896415
930272,-87.607281209,41.758657919
930327,-87.67558137,41.949356857
930344,-87.629064716,41.736261699
930364,-87.642044357,41.928487374
930406,-87.622166271,41.886027278
930569,-87.713868445,41.924533248
930624,-87.640333624,41.904472544
930637,-87.668495747,41.978066283
930701,-87.633687376,41.882136293
930703,-87.617589151,41.893341296
930705,-87.654667502,41.953623914
930710,-87.587973992,41.791655687
930809,-87.76603991,41.938469953
930848,-87.668176411,41.978607404
931100,-87.710452361,41.983160841
931240,-87.697074803,41.918216514
931257,-87.686772517,41.898706065
931311,-87.806280071,41.928883327
931397,-87.63841937,41.845545172
931567,-87.62014286,41.895692401
931688,-87.684667428,41.914900977
931985,-87.649578514,41.945503653
932048,-87.678062723,41.910364022
932103,-87.585772423,41.765936859
932162,-87.618001236,41.891732135
932212,-87.914428439,42.008536401
932337,-87.649176566,41.941696341
932359,-87.674833567,41.95431724
932379,-87.793740718,41.938301332
932450,-87.534808338,41.70262228
932460,-87.683215839,41.847573841
932503,-87.639764523,41.879616268
932622,-87.683712384,41.868901114
932624,-87.626387117,41.898710516
932641,-87.78027566,41.938504875
932756,-87.587973992,41.791655687
932826,-87.683077146,41.939404859
932898,-87.598164563,41.809736952
932985,-87.627948771,41.883108627
933333,-87.644605003,41.941883022
933388,-87.691099599,41.990381096
933399,-87.615866646,41.89479837
933461,-87.708383332,41.970364992
933518,-87.669821832,41.910711337
933553,-87.661409939,41.998068969
933563,-87.682254827,41.92820408
933665,-87.766468601,41.941894444
933858,-87.654028613,41.961898276
933871,-87.697050383,41.984404991
933894,-87.647385994,41.877721138
933910,-87.675966767,41.96160567
933926,-87.70159761,41.987089026
933993,-87.664037141,41.942456154
933994,-87.624390743,41.894609432
934007,-87.632120183,41.850939393
934091,-87.690303547,42.00846047
934178,-87.624602045,41.884530964
934182,-87.647858308,41.925575954
934253,-87.795620293,41.90912536
934334,-87.663769116,41.943374661
934449,-87.696644925,41.899330918
934611,-87.807009257,41.941242142
934714,-87.780406216,41.921557109
934812,-87.644624393,41.779095341
934816,-87.652255882,41.908854656
934831,,
934992,-87.731557216,41.909925247
935019,-87.78027566,41.938504875
935264,-87.670465614,41.903407374
935328,-87.660111975,41.925157007
935361,-87.677830971,41.903071092
935365,-87.617589151,41.893341296
935455,-87.677329263,41.910594347
935526,-87.604813722,41.789041956
935542,-87.647858308,41.925575954
935581,-87.64952321,41.943659495
935591,-87.728231999,41.970208872
935601,-87.648781981,41.921905478
935768,-87.62663329,41.8757876
935956,-87.631002223,41.879302729
936074,-87.638007427,41.918445336
936169,-87.637080541,41.888741038
936188,-87.687832201,41.889435746
936192,-87.642849948,41.893991884
936199,-87.587973992,41.791655687
936263,-87.59386259,41.791363239
936297,-87.684054915,41.961271555
936340,-87.623945706,41.898079921
936359,-87.660533674,41.999645869
936364,-87.669225954,41.986086205
936470,-87.682232446,41.928487995
936473,-87.708805153,41.929781141
936525,-87.644320975,41.942258246
936532,-87.670465614,41.903407374
936561,-87.611569884,41.892094137
936637,-87.914428439,42.008536401
936675,-87.631229887,41.890058266
936831,-87.66030288,41.881673022
937069,-87.682147414,41.928129687
937080,-87.644320975,41.942258246
937130,-87.657382024,41.983559426
937152,-87.760385862,41.796133547
937216,-87.632189133,41.880931558
937233,-87.647246082,41.932863882
937310,-87.677406088,41.903235204
937319,-87.62731722,41.856494444
937358,-87.632547742,41.895815087
937482,-87.660533674,41.999645869
937553,-87.72836921,41.985931514
937767,-87.914428439,42.008536401
937798,-87.806246035,41.927927019
937806,-87.633829661,41.879495472
937819,-87.62438167,41.886377406
937850,-87.640803884,41.880463147
937943,-87.640333624,41.904472544
937951,-87.628503064,41.902171928
937980,-87.695634548,41.968666678
937988,-87.637216392,41.884525461
938016,-87.669929227,41.946866385
938058,-87.635128923,41.853589365
938086,-87.677914096,41.903289142
938215,-87.632120183,41.850939393
938227,-87.702043289,41.953846017
938273,-87.677244708,41.897497008
938408,-87.655056884,41.945603317
938539,-87.618502427,41.892518301
938715,-87.632868362,41.897254399
938896,-87.699692085,41.994787517
938897,-87.677669426,41.886649247
938898,-87.622565133,41.887999887
938908,-87.626556085,41.886831512
938994,-87.649415211,41.940032781
939098,-87.654949778,41.967644374
939243,-87.62438167,41.886377406
939376,-87.80453038,41.922803593
939377,-87.661172188,41.965435189
939423,-87.668912756,41.943432313
939503,-87.641377478,41.883108072
939567,-87.656540665,41.856770058
939625,-87.64737759,41.947788761
939760,-87.678130428,41.910364204
939766,-87.668912756,41.943432313
939775,-87.598299294,41.794572339
939996,-87.680951849,41.680602777
940000,-87.697356799,41.927896171
940126,-87.78027566,41.938504875
940306,-87.649494692,41.942407683
940328,-87.708499442,41.964611762
940493,-87.844075627,41.98109378
940563,-87.624390743,41.894609432
940738,,
940751,-87.641312656,41.894009714
940798,-87.674320837,41.954323838
940803,-87.668912756,41.943432313
940876,-87.769144491,41.79456475
940902,-87.653509056,41.86957965
940954,-87.631780113,41.848867887
940969,-87.708049231,41.959571527
940983,-87.640615745,41.892233722
941045,-87.665836501,41.961748076
941066,-87.620970559,41.88820137
941083,-87.696644925,41.899330918
941191,-87.636523872,41.878560154
941212,-87.676669301,41.951395589
941273,-87.617488193,41.860449933
941375,-87.654926518,41.896384295
941396,-87.765056961,41.894748349
941458,-87.838385258,41.966453173
941730,-87.647493345,41.89175404
941882,-87.6596091,41.972213557
941920,-87.634538115,41.919078039
941985,-87.644605003,41.941883022
942034,-87.692834057,41.981866037
942075,-87.736437176,41.880709192
942197,-87.644605003,41.941883022
942260,-87.678062723,41.910364022
942442,-87.635778004,41.884574482
942450,-87.688093943,41.946080773
942505,-87.635094409,41.853605986
942524,-87.653341889,41.86958246
942557,-87.66652853,41.869371085
942723,-87.68697066,41.894997299
942798,-87.69000313,41.996902587
942803,-87.644527876,41.779863168
942806,-87.635840254,41.896317588
942828,-87.661172188,41.965435189
942870,-87.624269874,41.89071448
942938,-87.637131776,41.880557025
942951,-87.685594031,41.937832166
943006,-87.631791074,41.849441688
943011,-87.631093653,41.896347015
943114,-87.615421921,41.865135235
943123,-87.588936218,41.80073555
943127,-87.671462843,41.677840236
943171,-87.661172188,41.965435189
943177,-87.641529678,41.927066755
943297,-87.662832786,41.85774187
943405,-87.644548367,41.940096904
943417,-87.641275825,41.881966449
943420,-87.627987267,41.902487771
943426,-87.680589203,41.917585992
943441,-87.639725027,41.880699246
943452,-87.644223955,41.939194111
943659,-87.696491825,41.984079929
943719,-87.69202089,41.973725499
943731,-87.677191234,41.910059843
943787,-87.697578354,41.928574981
943808,-87.666913106,41.880318779
943817,-87.713407964,41.975952356
943854,-87.644326815,41.932702284
943862,-87.674833567,41.95431724
943898,-87.619716192,41.816478234
943928,-87.640723497,41.863337832
944128,-87.684218685,41.910475765
944166,-87.656220725,41.939768387
944285,-87.677669426,41.886649247
944301,-87.66419709,41.869409054
944440,-87.766696606,41.940000631
944585,-87.703863296,41.809002287
944646,-87.624307178,41.891688517
944666,-87.697578354,41.928574981
944674,-87.667893412,41.903231564
944825,-87.622184053,41.857838242
944926,-87.650773391,41.939856704
944927,-87.625935647,41.884387319
944929,-87.806629163,41.938822683
944940,-87.653208325,41.917732851
945386,-87.668912756,41.943432313
945435,-87.649176566,41.941696341
945456,-87.609518049,41.892249163
945492,-87.619668637,41.865732312
945672,-87.588936218,41.80073555
945721,-87.702043289,41.953846017
945782,-87.710388276,41.968544296
945811,-87.668567779,41.976357481
945819,-87.914428439,42.008536401
945820,-87.741645644,41.789329323
945915,-87.629450321,41.810644406
945952,-87.642209501,41.863501352
946015,-87.678800861,41.953984862
946065,-87.637164794,41.885243233
946162,-87.652255882,41.908854656
946168,-87.723207113,41.968403357
946193,-87.642076344,41.92854129
946219,-87.652542752,41.95440629
946240,-87.64868497,41.918943199
946333,-87.745327672,41.967944262
946388,-87.624662555,41.885848995
946414,-87.687153557,41.966740985
946443,-87.649511688,41.94312984
946454,-87.647094543,41.87791646
946586,-87.838013315,41.98121021
946607,-87.766468601,41.941894444
946703,-87.638245404,41.882007859
946849,-87.68697066,41.894997299
946856,-87.609518049,41.892249163
946877,-87.677383247,41.903298793
946951,-87.684667428,41.914900977
947036,-87.585772423,41.765936859
947055,-87.729273466,41.90973595
947093,-87.674343985,42.011732207
947149,-87.675337425,41.908871127
947218,-87.707119009,41.927653196
947358,-87.679433195,41.943316391
947556,-87.666849361,41.877924584
947646,,
947723,-87.613656885,41.765628937
947763,-87.632120183,41.850939393
947775,-87.632504189,41.881674757
947792,-87.713030089,41.691485472
947828,-87.641377478,41.883108072
947899,-87.711605175,41.931773522
948052,-87.660135907,41.99052009
948145,-87.719078479,41.96844835
948267,-87.663614522,41.764300444
948378,-87.631229887,41.890058266
948386,-87.604983948,41.747481679
948408,-87.668350598,41.926806505
948583,-87.6257263,41.892625306
948643,-87.710780922,41.968691672
948660,-87.723207113,41.968403357
948672,-87.623980519,41.900118457
948832,-87.63434744,41.885839795
948921,-87.636403135,41.929904874
948948,-87.634538115,41.919078039
948987,-87.673923954,41.886928139
949036,-87.632094196,41.849954002
949135,-87.670890134,41.932482474
949141,-87.585799573,41.806170388
949208,-87.66419709,41.869409054
949242,,
949278,-87.618001236,41.891732135
949284,-87.635840254,41.896317588
949475,-87.744565209,41.873050422
949522,-87.631005407,41.892572757
949644,-87.675337425,41.908871127
949729,-87.627883478,41.886707555
949774,-87.72332836,41.938623091
949910,-87.807009257,41.941242142
949921,-87.654918585,41.852624946
950022,-87.666369399,42.009176976
950033,-87.625572735,41.878147859
950067,-87.679075957,41.954854382
950082,-87.668912756,41.943432313
950093,-87.634006773,41.894834907
950137,-87.619655093,41.887556041
950211,,
950245,-87.674320837,41.954323838
950323,-87.736437176,41.880709192
950389,-87.618133827,41.892524761
950408,-87.628242738,41.892501167
950438,-87.632595153,41.885761124
950446,-87.666278825,42.006736696
950576,-87.589048953,41.799653784
950637,-87.627017382,41.899173064
950662,-87.666278825,42.006736696
950819,-87.649097513,41.930906698
950832,-87.669099314,41.984384825
950867,-87.624483273,41.878937382
951088,-87.624812444,41.893216223
951096,-87.624272468,41.900801649
951104,-87.644754571,41.93800688
951162,-87.653309866,41.918215689
951222,-87.662832786,41.85774187
951285,-87.630562518,41.893127755
951309,-87.609518049,41.892249163
951410,-87.622545075,41.803731033
951431,-87.626728956,41.897651538
951512,-87.632120183,41.850939393
951548,-87.630056903,41.903812639
951556,-87.630800667,41.884779705
951564,-87.625953992,41.8673211
951574,-87.662742171,41.900813877
951628,-87.653528118,41.918474961
951632,-87.625572735,41.878147859
951636,-87.631263221,41.883100962
951659,-87.694874677,41.968452474
951686,-87.609518049,41.892249163
951699,-87.668962161,41.895935952
951720,-87.647114963,41.935339268
951805,-87.645991122,41.92361621
951869,-87.769144491,41.79456475
951949,-87.640723497,41.863337832
952051,-87.727578352,41.968357068
952075,-87.616446776,41.809567038
952112,-87.634592464,41.88053925
952155,-87.641275825,41.881966449
952168,-87.648227548,41.937140196
952197,-87.687523688,41.916185701
952204,-87.680589203,41.917585992
952273,-87.639758685,41.881994338
952303,,
952338,-87.633829661,41.879495472
952507,,
952522,-87.638091433,41.918443591
952557,-87.640615745,41.892233722
952591,-87.665893515,41.882271529
952637,-87.685770718,41.964622923
952789,-87.656220725,41.939768387
952919,-87.720980938,41.902826267
952931,-87.678800861,41.953984862
952944,-87.655642817,41.890989624
952962,-87.622247991,41.884632076
953014,-87.692834057,41.981866037
953069,-87.677301195,41.899503896
953187,-87.674122161,42.009034911
953202,-87.661010711,42.00488092
953211,-87.625867137,41.891590741
953234,-87.838385258,41.966453173
953238,-87.613882123,41.851019777
953250,-87.688775681,41.969196949
953286,-87.628645222,41.736334713
953302,-87.632504189,41.881674757
953540,-87.649097513,41.930906698
953557,-87.628242738,41.892501167
953634,-87.644605003,41.941883022
953695,-87.631848443,41.85202315
953712,-87.622955366,41.74356768
953759,-87.763859195,41.99743743
953769,-87.674148674,41.855750841
953789,-87.671180893,41.943047201
953834,-87.651182688,41.833618869
953976,-87.632755374,41.892445282
954001,-87.59353805,41.791366755
954039,-87.642058833,41.867728804
954050,-87.635436571,41.881822494
954097,-87.674320837,41.954323838
954107,-87.678130428,41.910364204
954220,-87.778536737,41.931212766
954227,-87.635165443,41.881967467
954304,-87.624390743,41.894609432
954309,-87.793740718,41.938301332
954792,-87.625164692,41.898261619
954826,-87.67607883,41.961603816
954890,-87.635436571,41.881822494
954916,-87.631010446,41.884586267
954937,-87.585772423,41.765936859
955021,-87.741645644,41.789329323
955032,-87.804534636,41.923853045
955055,-87.625953992,41.8673211
955062,-87.632582135,41.885444388
955074,-87.623961316,41.897740856
955086,-87.648008667,41.891313149
955116,-87.630056903,41.903812639
955271,-87.638887444,41.881664289
955370,-87.669107744,41.954179807
955398,-87.74127656,41.787835631
955415,-87.769144491,41.79456475
955447,-87.585772423,41.765936859
955500,-87.666019096,41.937513752
955516,-87.622574674,41.893475358
955701,-87.590843539,41.787969891
955728,-87.624659771,41.885801546
955743,-87.655469727,41.939999618
955753,-87.654926518,41.896384295
955854,-87.634860726,41.911255209
955858,-87.642847134,41.885814724
955909,-87.67607883,41.961603816
955913,-87.627231565,41.73637382
955929,-87.635840254,41.896317588
955945,-87.653962589,41.943820984
955947,-87.670890134,41.932482474
955948,-87.629065289,41.874662881
955965,-87.767596237,41.967671015
955967,-87.743062233,41.798309978
955983,-87.596601477,41.79517545
955984,-87.682147414,41.928129687
956040,-87.697356799,41.927896171
956099,-87.73351986,41.989964243
956118,-87.638405594,41.885089456
956156,-87.639758685,41.881994338
956173,-87.69202089,41.973725499
956176,-87.632408337,41.834695129
956186,-87.668252474,42.016157042
956223,-87.590843539,41.787969891
956236,-87.625164692,41.898261619
956272,-87.655302451,41.94711896
956312,-87.677446091,41.872742312
956321,-87.807002913,41.949389617
956325,-87.707119009,41.927653196
956384,-87.631005407,41.892572757
956468,-87.746326211,41.975252574
956543,-87.632189133,41.880931558
956563,-87.660111975,41.925157007
956571,-87.626976034,41.883109079
956590,-87.684077121,41.789945347
956661,-87.649337013,41.91093474
956715,-87.677515948,41.910278011
956747,-87.638887444,41.881664289
956773,-87.639764523,41.879616268
956795,-87.716263848,41.981249671
956812,-87.652086227,41.881589312
956813,-87.710038349,41.975840774
956815,-87.743003421,41.807533457
956822,-87.692785131,41.981447658
956868,-87.651185341,41.881605188
956881,-87.638375163,41.908856726
956920,-87.585799573,41.806170388
956922,-87.622612699,41.884628445
956926,-87.629421739,41.885855996
956928,-87.649415211,41.940032781
956944,-87.657310954,41.98378038
956952,-87.708312247,41.968022259
956956,-87.663272293,41.896025027
956962,-87.668495747,41.978066283
957023,-87.674197835,41.772180945
957027,-87.660658276,41.997864291
957052,-87.629389028,41.894165414
957059,-87.649500227,41.952556588
957072,-87.634592464,41.88053925
957083,-87.650773391,41.939856704
957126,-87.737996905,41.953420907
