,Year,Community Area,ID,Date,Primary Type,Description,Location Description,District,Ward,Location
1182,2016,39.0,83,83,83,83,83,83,83,83
1183,2016,40.0,184,184,184,184,184,184,184,184
1184,2016,41.0,96,96,96,96,96,96,96,96
1185,2016,42.0,205,205,205,205,205,205,205,205
1186,2016,43.0,484,484,484,484,484,484,484,482
1187,2016,44.0,339,339,339,339,339,339,339,339
1188,2016,45.0,71,71,71,71,71,71,71,71
1189,2016,46.0,233,233,233,233,233,233,233,233
1190,2016,47.0,13,13,13,13,13,13,13,13
1191,2016,48.0,64,64,64,64,64,64,64,64
1192,2016,49.0,384,384,384,384,384,384,384,384
1193,2016,50.0,42,42,42,42,42,42,42,42
1194,2016,51.0,68,68,68,68,68,68,68,68
1195,2016,52.0,25,25,25,25,25,25,25,25
1196,2016,53.0,157,157,157,157,157,157,157,157
1197,2016,54.0,47,47,47,47,47,47,47,47
1198,2016,55.0,6,6,6,6,6,6,6,6
1199,2016,56.0,52,52,52,52,52,52,52,52
1200,2016,57.0,29,29,29,29,29,29,29,29
1201,2016,58.0,163,163,163,163,163,163,163,163
1202,2016,59.0,30,30,30,30,30,30,30,30
1203,2016,60.0,74,74,74,74,74,74,74,74
1204,2016,61.0,302,302,302,302,302,302,302,302
1205,2016,62.0,66,66,66,66,66,66,66,66
1206,2016,63.0,126,126,126,126,126,126,126,126
1207,2016,64.0,27,27,27,27,27,27,27,27
1208,2016,65.0,106,106,106,106,106,106,106,106
1209,2016,66.0,307,307,307,307,307,307,307,307
1210,2016,67.0,391,391,391,391,391,391,391,391
1211,2016,68.0,357,357,357,357,357,357,357,355
1212,2016,69.0,414,414,414,414,414,414,414,414
1213,2016,70.0,135,135,135,135,135,135,135,135
1214,2016,71.0,411,411,411,411,411,411,411,411
1215,2016,72.0,22,22,22,22,22,22,22,22
1216,2016,73.0,166,166,166,166,166,166,166,166
1217,2016,74.0,10,10,10,10,10,10,10,10
1218,2016,75.0,55,55,55,55,55,55,55,55
1219,2016,76.0,13,13,13,13,13,13,13,13
1220,2016,77.0,93,93,93,93,93,93,93,93
1221,2017,1.0,172,172,172,172,172,172,172,172
1222,2017,2.0,117,117,117,117,117,117,117,117
1223,2017,3.0,108,108,108,108,108,108,108,108
1224,2017,4.0,64,64,64,64,64,64,64,64
1225,2017,5.0,52,52,52,52,52,52,52,52
1226,2017,6.0,237,237,237,237,237,237,237,236
1227,2017,7.0,149,149,149,149,149,149,149,149
1228,2017,8.0,419,419,419,419,419,419,419,418
1229,2017,9.0,3,3,3,3,3,3,3,3
1230,2017,10.0,15,15,15,15,15,15,15,15
1231,2017,11.0,19,19,19,19,19,19,19,19
1232,2017,12.0,8,8,8,8,8,8,8,8
1233,2017,13.0,27,27,27,27,27,27,27,27
1234,2017,14.0,145,145,145,145,145,145,145,145
1235,2017,15.0,73,73,73,73,73,73,73,73
1236,2017,16.0,114,114,114,114,114,114,114,114
1237,2017,17.0,29,29,29,29,29,29,29,29
1238,2017,18.0,22,22,22,22,22,22,22,22
1239,2017,19.0,180,180,180,180,180,180,180,180
1240,2017,20.0,60,60,60,60,60,60,60,60
1241,2017,21.0,111,111,111,111,111,111,111,111
1242,2017,22.0,267,267,267,267,267,267,267,267
1243,2017,23.0,431,431,431,431,431,431,431,431
1244,2017,24.0,432,432,432,432,432,432,432,432
1245,2017,25.0,913,913,913,913,913,913,913,913
1246,2017,26.0,325,325,325,325,325,325,325,325
1247,2017,27.0,267,267,267,267,267,267,267,266
1248,2017,28.0,473,473,473,473,473,473,473,473
1249,2017,29.0,435,435,435,435,435,435,435,434
1250,2017,30.0,217,217,217,217,217,217,217,217
1251,2017,31.0,120,120,120,120,120,120,120,120
1252,2017,32.0,387,387,387,387,387,387,387,386
1253,2017,33.0,93,93,93,93,93,93,93,93
1254,2017,34.0,98,98,98,98,98,98,98,98
1255,2017,35.0,160,160,160,160,160,160,160,159
1256,2017,36.0,27,27,27,27,27,27,27,27
1257,2017,37.0,61,61,61,61,61,61,61,61
1258,2017,38.0,196,196,196,196,196,196,196,196
1259,2017,39.0,106,106,106,106,106,106,106,106
1260,2017,40.0,177,177,177,177,177,177,177,177
1261,2017,41.0,99,99,99,99,99,99,99,99
1262,2017,42.0,220,220,220,220,220,220,220,219
1263,2017,43.0,499,499,499,499,499,499,499,499
1264,2017,44.0,310,310,310,310,310,310,310,310
1265,2017,45.0,69,69,69,69,69,69,69,69
1266,2017,46.0,188,188,188,188,188,188,188,187
1267,2017,47.0,8,8,8,8,8,8,8,8
1268,2017,48.0,72,72,72,72,72,72,72,72
1269,2017,49.0,367,367,367,367,367,367,367,367
1270,2017,50.0,30,30,30,30,30,30,30,30
1271,2017,51.0,57,57,57,57,57,57,57,57
1272,2017,52.0,26,26,26,26,26,26,26,26
1273,2017,53.0,157,157,157,157,157,157,157,157
1274,2017,54.0,49,49,49,49,49,49,49,49
1275,2017,55.0,12,12,12,12,12,12,12,12
1276,2017,56.0,62,62,62,62,62,62,62,62
1277,2017,57.0,33,33,33,33,33,33,33,33
1278,2017,58.0,153,153,153,153,153,153,153,153
1279,2017,59.0,48,48,48,48,48,48,48,48
1280,2017,60.0,56,56,56,56,56,56,56,56
1281,2017,61.0,229,229,229,229,229,229,229,228
1282,2017,62.0,64,64,64,64,64,64,64,64
1283,2017,63.0,173,173,173,173,173,173,173,173
1284,2017,64.0,17,17,17,17,17,17,17,17
1285,2017,65.0,88,88,88,88,88,88,88,88
1286,2017,66.0,299,299,299,299,299,299,299,299
1287,2017,67.0,312,312,312,312,312,312,312,312
1288,2017,68.0,288,288,288,288,288,288,288,288
1289,2017,69.0,415,415,415,415,415,415,415,415
1290,2017,70.0,117,117,117,117,117,117,117,117
1291,2017,71.0,377,377,377,377,377,377,377,377
1292,2017,72.0,24,24,24,24,24,24,24,24
1293,2017,73.0,155,155,155,155,155,155,155,155
1294,2017,74.0,7,7,7,7,7,7,7,7
1295,2017,75.0,65,65,65,65,65,65,65,65
1296,2017,76.0,7,7,7,7,7,7,7,7
1297,2017,77.0,94,94,94,94,94,94,94,94
1298,2018,1.0,150,150,150,150,150,150,150,150
1299,2018,2.0,139,139,139,139,139,139,139,139
1300,2018,3.0,109,109,109,109,109,109,109,109
1301,2018,4.0,41,41,41,41,41,41,41,41
1302,2018,5.0,36,36,36,36,36,36,36,36
1303,2018,6.0,194,194,194,194,194,194,194,194
1304,2018,7.0,167,167,167,167,167,167,167,167
1305,2018,8.0,389,389,389,389,389,389,389,389
1306,2018,9.0,1,1,1,1,1,1,1,1
1307,2018,10.0,10,10,10,10,10,10,10,10
1308,2018,11.0,19,19,19,19,19,19,19,19
1309,2018,12.0,5,5,5,5,5,5,5,5
1310,2018,13.0,30,30,30,30,30,30,30,30
1311,2018,14.0,136,136,136,136,136,136,136,136
1312,2018,15.0,82,82,82,82,82,82,82,82
1313,2018,16.0,95,95,95,95,95,95,95,95
1314,2018,17.0,22,22,22,22,22,22,22,22
1315,2018,18.0,10,10,10,10,10,10,10,10
1316,2018,19.0,165,165,165,165,165,165,165,165
1317,2018,20.0,48,48,48,48,48,48,48,48
1318,2018,21.0,104,104,104,104,104,104,104,104
1319,2018,22.0,152,152,152,152,152,152,152,152
1320,2018,23.0,361,361,361,361,361,361,361,361
1321,2018,24.0,297,297,297,297,297,297,297,296
1322,2018,25.0,834,834,834,834,834,834,834,834
1323,2018,26.0,341,341,341,341,341,341,341,341
1324,2018,27.0,315,315,315,315,315,315,315,315
1325,2018,28.0,354,354,354,354,354,354,354,354
1326,2018,29.0,408,408,408,408,408,408,408,407
1327,2018,30.0,203,203,203,203,203,203,203,203
1328,2018,31.0,96,96,96,96,96,96,96,96
1329,2018,32.0,321,321,321,321,321,321,321,321
1330,2018,33.0,52,52,52,52,52,52,52,52
1331,2018,34.0,53,53,53,53,53,53,53,53
1332,2018,35.0,120,120,120,120,120,120,120,120
1333,2018,36.0,21,21,21,21,21,21,21,21
1334,2018,37.0,36,36,36,36,36,36,36,36
1335,2018,38.0,158,158,158,158,158,158,158,158
1336,2018,39.0,62,62,62,62,62,62,62,62
1337,2018,40.0,112,112,112,112,112,112,112,112
1338,2018,41.0,115,115,115,115,115,115,115,115
1339,2018,42.0,140,140,140,140,140,140,140,140
1340,2018,43.0,322,322,322,322,322,322,322,322
1341,2018,44.0,259,259,259,259,259,259,259,259
1342,2018,45.0,41,41,41,41,41,41,41,41
1343,2018,46.0,145,145,145,145,145,145,145,145
1344,2018,47.0,25,25,25,25,25,25,25,25
1345,2018,48.0,45,45,45,45,45,45,45,45
1346,2018,49.0,277,277,277,277,277,277,277,277
1347,2018,50.0,27,27,27,27,27,27,27,27
1348,2018,51.0,59,59,59,59,59,59,59,59
1349,2018,52.0,31,31,31,31,31,31,31,31
1350,2018,53.0,141,141,141,141,141,141,141,141
1351,2018,54.0,65,65,65,65,65,65,65,65
1352,2018,55.0,13,13,13,13,13,13,13,13
1353,2018,56.0,34,34,34,34,34,34,34,34
1354,2018,57.0,29,29,29,29,29,29,29,29
1355,2018,58.0,98,98,98,98,98,98,98,98
1356,2018,59.0,24,24,24,24,24,24,24,24
1357,2018,60.0,34,34,34,34,34,34,34,34
1358,2018,61.0,186,186,186,186,186,186,186,186
1359,2018,62.0,29,29,29,29,29,29,29,29
1360,2018,63.0,84,84,84,84,84,84,84,84
1361,2018,64.0,17,17,17,17,17,17,17,17
1362,2018,65.0,50,50,50,50,50,50,50,50
1363,2018,66.0,299,299,299,299,299,299,299,299
1364,2018,67.0,291,291,291,291,291,291,291,291
1365,2018,68.0,234,234,234,234,234,234,234,234
1366,2018,69.0,258,258,258,258,258,258,258,258
1367,2018,70.0,103,103,103,103,103,103,103,103
1368,2018,71.0,327,327,327,327,327,327,327,327
1369,2018,72.0,12,12,12,12,12,12,12,12
1370,2018,73.0,98,98,98,98,98,98,98,98
1371,2018,74.0,8,8,8,8,8,8,8,8
1372,2018,75.0,30,30,30,30,30,30,30,30
1373,2018,76.0,4,4,4,4,4,4,4,4
1374,2018,77.0,77,77,77,77,77,77,77,77
1375,2019,1.0,118,118,118,118,118,118,118,118
1376,2019,2.0,93,93,93,93,93,93,93,93
1377,2019,3.0,75,75,75,75,75,75,75,75
1378,2019,4.0,28,28,28,28,28,28,28,28
1379,2019,5.0,25,25,25,25,25,25,25,25
1380,2019,6.0,161,161,161,161,161,161,161,161
1381,2019,7.0,119,119,119,119,119,119,119,119
1382,2019,8.0,419,419,419,419,419,419,419,418
1383,2019,9.0,2,2,2,2,2,2,2,2
1384,2019,10.0,8,8,8,8,8,8,8,8
1385,2019,11.0,13,13,13,13,13,13,13,13
1386,2019,12.0,2,2,2,2,2,2,2,2
1387,2019,13.0,16,16,16,16,16,16,16,16
1388,2019,14.0,76,76,76,76,76,76,76,76
1389,2019,15.0,59,59,59,59,59,59,59,59
1390,2019,16.0,47,47,47,47,47,47,47,47
1391,2019,17.0,17,17,17,17,17,17,17,17
1392,2019,18.0,13,13,13,13,13,13,13,13
1393,2019,19.0,135,135,135,135,135,135,135,135
1394,2019,20.0,33,33,33,33,33,33,33,33
1395,2019,21.0,81,81,81,81,81,81,81,81
1396,2019,22.0,139,139,139,139,139,139,139,139
1397,2019,23.0,243,243,243,243,243,243,243,243
1398,2019,24.0,246,246,246,246,246,246,246,246
1399,2019,25.0,659,659,659,659,659,659,659,658
1400,2019,26.0,280,280,280,280,280,280,280,280
1401,2019,27.0,222,222,222,222,222,222,222,222
1402,2019,28.0,308,308,308,308,308,308,308,308
1403,2019,29.0,363,363,363,363,363,363,363,363
1404,2019,30.0,158,158,158,158,158,158,158,158
1405,2019,31.0,69,69,69,69,69,69,69,69
1406,2019,32.0,259,259,259,259,259,259,259,258
1407,2019,33.0,44,44,44,44,44,44,44,44
1408,2019,34.0,73,73,73,73,73,73,73,73
1409,2019,35.0,88,88,88,88,88,88,88,88
1410,2019,36.0,23,23,23,23,23,23,23,23
1411,2019,37.0,53,53,53,53,53,53,53,53
1412,2019,38.0,102,102,102,102,102,102,102,102
1413,2019,39.0,43,43,43,43,43,43,43,43
1414,2019,40.0,77,77,77,77,77,77,77,77
1415,2019,41.0,72,72,72,72,72,72,72,72
1416,2019,42.0,141,141,141,141,141,141,141,141
1417,2019,43.0,315,315,315,315,315,315,315,314
1418,2019,44.0,262,262,262,262,262,262,262,262
1419,2019,45.0,31,31,31,31,31,31,31,31
1420,2019,46.0,136,136,136,136,136,136,136,136
1421,2019,47.0,19,19,19,19,19,19,19,19
1422,2019,48.0,41,41,41,41,41,41,41,41
1423,2019,49.0,230,230,230,230,230,230,230,230
1424,2019,50.0,25,25,25,25,25,25,25,25
1425,2019,51.0,48,48,48,48,48,48,48,48
1426,2019,52.0,25,25,25,25,25,25,25,25
1427,2019,53.0,96,96,96,96,96,96,96,96
1428,2019,54.0,27,27,27,27,27,27,27,27
1429,2019,55.0,11,11,11,11,11,11,11,11
1430,2019,56.0,30,30,30,30,30,30,30,30
1431,2019,57.0,11,11,11,11,11,11,11,11
1432,2019,58.0,66,66,66,66,66,66,66,66
1433,2019,59.0,24,24,24,24,24,24,24,24
1434,2019,60.0,18,18,18,18,18,18,18,18
1435,2019,61.0,130,130,130,130,130,130,130,130
1436,2019,62.0,28,28,28,28,28,28,28,28
1437,2019,63.0,104,104,104,104,104,104,104,104
1438,2019,64.0,14,14,14,14,14,14,14,14
1439,2019,65.0,51,51,51,51,51,51,51,51
1440,2019,66.0,244,244,244,244,244,244,244,244
1441,2019,67.0,232,232,232,232,232,232,232,232
1442,2019,68.0,239,239,239,239,239,239,239,239
1443,2019,69.0,256,256,256,256,256,256,256,256
1444,2019,70.0,74,74,74,74,74,74,74,74
1445,2019,71.0,281,281,281,281,281,281,281,281
1446,2019,72.0,15,15,15,15,15,15,15,15
1447,2019,73.0,91,91,91,91,91,91,91,91
1448,2019,74.0,3,3,3,3,3,3,3,3
1449,2019,75.0,43,43,43,43,43,43,43,43
1450,2019,76.0,8,8,8,8,8,8,8,8
1451,2019,77.0,69,69,69,69,69,69,69,69
1452,2020,1.0,121,121,121,121,121,121,121,121
1453,2020,2.0,105,105,105,105,105,105,105,105
1454,2020,3.0,106,106,106,106,106,106,106,106
1455,2020,4.0,34,34,34,34,34,34,34,34
1456,2020,5.0,29,29,29,29,29,29,29,29
1457,2020,6.0,149,149,149,149,149,149,149,149
1458,2020,7.0,114,114,114,114,114,114,114,114
1459,2020,8.0,260,260,260,260,260,260,260,260
1460,2020,9.0,1,1,1,1,1,1,1,1
1461,2020,10.0,20,20,20,20,20,20,20,20
1462,2020,11.0,14,14,14,14,14,14,14,14
1463,2020,12.0,7,7,7,7,7,7,7,7
1464,2020,13.0,20,20,20,20,20,20,20,20
1465,2020,14.0,90,90,90,90,90,90,90,90
1466,2020,15.0,77,77,77,77,77,77,77,77
1467,2020,16.0,82,82,82,82,82,82,82,82
1468,2020,17.0,19,19,19,19,19,19,19,19
1469,2020,18.0,14,14,14,14,14,14,14,14
1470,2020,19.0,97,97,97,97,97,97,97,97
1471,2020,20.0,35,35,35,35,35,35,35,35
1472,2020,21.0,86,86,86,86,86,86,86,86
1473,2020,22.0,131,131,131,131,131,131,131,131
1474,2020,23.0,329,329,329,329,329,329,329,329
1475,2020,24.0,255,255,255,255,255,255,255,255
1476,2020,25.0,758,758,758,758,758,758,758,757
1477,2020,26.0,352,352,352,352,352,352,352,352
1478,2020,27.0,210,210,210,210,210,210,210,210
1479,2020,28.0,285,285,285,285,285,285,285,284
1480,2020,29.0,412,412,412,412,412,412,412,412
1481,2020,30.0,145,145,145,145,145,145,145,145
1482,2020,31.0,75,75,75,75,75,75,75,75
1483,2020,32.0,188,188,188,188,188,188,188,185
1484,2020,33.0,53,53,53,53,53,53,53,53
1485,2020,34.0,72,72,72,72,72,72,72,72
1486,2020,35.0,85,85,85,85,85,85,85,85
1487,2020,36.0,21,21,21,21,21,21,21,21
1488,2020,37.0,50,50,50,50,50,50,50,50
1489,2020,38.0,89,89,89,89,89,89,89,89
1490,2020,39.0,36,36,36,36,36,36,36,36
1491,2020,40.0,68,68,68,68,68,68,68,68
1492,2020,41.0,81,81,81,81,81,81,81,81
1493,2020,42.0,105,105,105,105,105,105,105,105
1494,2020,43.0,304,304,304,304,304,304,304,304
1495,2020,44.0,261,261,261,261,261,261,261,261
1496,2020,45.0,47,47,47,47,47,47,47,47
1497,2020,46.0,117,117,117,117,117,117,117,117
1498,2020,47.0,11,11,11,11,11,11,11,11
1499,2020,48.0,89,89,89,89,89,89,89,89
1500,2020,49.0,221,221,221,221,221,221,221,221
1501,2020,50.0,21,21,21,21,21,21,21,21
1502,2020,51.0,68,68,68,68,68,68,68,68
1503,2020,52.0,19,19,19,19,19,19,19,19
1504,2020,53.0,129,129,129,129,129,129,129,129
1505,2020,54.0,45,45,45,45,45,45,45,45
1506,2020,55.0,8,8,8,8,8,8,8,8
1507,2020,56.0,44,44,44,44,44,44,44,44
1508,2020,57.0,30,30,30,30,30,30,30,30
1509,2020,58.0,70,70,70,70,70,70,70,70
1510,2020,59.0,29,29,29,29,29,29,29,29
1511,2020,60.0,44,44,44,44,44,44,44,44
1512,2020,61.0,138,138,138,138,138,138,138,138
1513,2020,62.0,35,35,35,35,35,35,35,35
1514,2020,63.0,77,77,77,77,77,77,77,77
1515,2020,64.0,24,24,24,24,24,24,24,24
1516,2020,65.0,43,43,43,43,43,43,43,43
1517,2020,66.0,210,210,210,210,210,210,210,210
1518,2020,67.0,269,269,269,269,269,269,269,269
1519,2020,68.0,233,233,233,233,233,233,233,233
1520,2020,69.0,258,258,258,258,258,258,258,258
1521,2020,70.0,57,57,57,57,57,57,57,57
1522,2020,71.0,203,203,203,203,203,203,203,202
1523,2020,72.0,29,29,29,29,29,29,29,29
1524,2020,73.0,100,100,100,100,100,100,100,100
1525,2020,74.0,4,4,4,4,4,4,4,4
1526,2020,75.0,59,59,59,59,59,59,59,59
1527,2020,76.0,7,7,7,7,7,7,7,7
1528,2020,77.0,62,62,62,62,62,62,62,62
1529,2021,1.0,126,126,126,126,126,126,125,126
1530,2021,2.0,81,81,81,81,81,81,81,81
1531,2021,3.0,74,74,74,74,74,74,74,74
1532,2021,4.0,35,35,35,35,35,35,35,35
1533,2021,5.0,16,16,16,16,16,16,16,16
1534,2021,6.0,129,129,129,129,129,129,129,129
1535,2021,7.0,60,60,60,60,60,60,60,60
1536,2021,8.0,253,253,253,253,253,253,253,253
1537,2021,9.0,1,1,1,1,1,1,1,1
1538,2021,10.0,13,13,13,13,13,13,13,13
1539,2021,11.0,16,16,16,16,16,16,16,16
1540,2021,12.0,4,4,4,4,4,4,4,4
1541,2021,13.0,8,8,8,8,8,8,8,8
1542,2021,14.0,47,47,47,47,47,47,47,47
1543,2021,15.0,42,42,42,42,42,42,42,42
1544,2021,16.0,57,57,57,57,57,57,57,57
1545,2021,17.0,21,21,21,21,21,21,21,21
1546,2021,18.0,6,6,6,6,6,6,6,6
1547,2021,19.0,70,70,70,70,70,70,70,70
1548,2021,20.0,26,26,26,26,26,26,26,26
1549,2021,21.0,49,49,49,49,49,49,49,49
1550,2021,22.0,102,102,102,102,102,102,102,102
1551,2021,23.0,208,208,208,208,208,208,208,208
1552,2021,24.0,250,250,250,250,250,250,250,250
1553,2021,25.0,477,477,477,477,477,477,477,477
1554,2021,26.0,190,190,190,190,190,190,190,190
1555,2021,27.0,143,143,143,143,143,143,143,143
1556,2021,28.0,240,240,240,240,240,240,240,239
1557,2021,29.0,274,274,274,274,274,274,274,274
1558,2021,30.0,126,126,126,126,126,126,126,126
1559,2021,31.0,84,84,84,84,84,84,84,84
1560,2021,32.0,169,169,169,169,169,169,169,164
1561,2021,33.0,42,42,42,42,42,42,42,42
1562,2021,34.0,82,82,82,82,82,82,82,82
1563,2021,35.0,67,67,67,67,67,67,67,67
1564,2021,36.0,27,27,27,27,27,27,27,27
1565,2021,37.0,27,27,27,27,27,27,27,27
1566,2021,38.0,84,84,84,84,84,84,84,84
1567,2021,39.0,63,63,63,63,63,63,63,63
1568,2021,40.0,49,49,49,49,49,49,49,48
1569,2021,41.0,77,77,77,77,77,77,77,77
1570,2021,42.0,85,85,85,85,85,85,85,85
1571,2021,43.0,247,247,247,247,247,247,247,247
1572,2021,44.0,182,182,182,182,182,182,182,182
1573,2021,45.0,45,45,45,45,45,45,45,45
1574,2021,46.0,90,90,90,90,90,90,90,90
1575,2021,47.0,11,11,11,11,11,11,11,11
1576,2021,48.0,77,77,77,77,77,77,77,77
1577,2021,49.0,158,158,158,158,158,158,158,158
1578,2021,50.0,28,28,28,28,28,28,28,28
1579,2021,51.0,38,38,38,38,38,38,38,38
1580,2021,52.0,19,19,19,19,19,19,19,19
1581,2021,53.0,91,91,91,91,91,91,91,91
1582,2021,54.0,20,20,20,20,20,20,20,20
1583,2021,55.0,9,9,9,9,9,9,9,9
1584,2021,56.0,45,45,45,45,45,45,45,45
1585,2021,57.0,27,27,27,27,27,27,27,27
1586,2021,58.0,48,48,48,48,48,48,48,48
1587,2021,59.0,15,15,15,15,15,15,15,15
1588,2021,60.0,42,42,42,42,42,42,42,42
1589,2021,61.0,98,98,98,98,98,98,98,98
1590,2021,62.0,32,32,32,32,32,32,32,32
1591,2021,63.0,56,56,56,56,56,56,56,56
1592,2021,64.0,16,16,16,16,16,16,16,16
1593,2021,65.0,32,32,32,32,32,32,32,32
1594,2021,66.0,156,156,156,156,156,156,156,156
1595,2021,67.0,131,131,131,131,131,131,131,130
1596,2021,68.0,140,140,140,140,140,140,140,140
1597,2021,69.0,206,206,206,206,206,206,206,206
1598,2021,70.0,40,40,40,40,40,40,40,40
1599,2021,71.0,158,158,158,158,158,158,158,158
1600,2021,72.0,13,13,13,13,13,13,13,13
1601,2021,73.0,61,61,61,61,61,61,61,61
1602,2021,74.0,10,10,10,10,10,10,10,10
1603,2021,75.0,30,30,30,30,30,30,30,30
1604,2021,76.0,5,5,5,5,5,5,5,5
1605,2021,77.0,55,55,55,55,55,55,55,55
