,timeperiod,GEOG,crimes,coffeeshops,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,EMP,UNEMP,TOT_POP,WHITE,HISP,BLACK,ASIAN,POP_HH,AsianPerc,BlackPerc,HispPerc,WhitePerc,UnemployedPerc,EmployedPerc,Inc25k,Inc50k,Inc75k,Inc100k,Inc150k,Inc_gt150k
202,2015-2019,Near South Side,303.0,23.0,2551.0,1130.0,1507.0,1515.0,2559.0,5220.0,110120.0,17165.0,64.0,24729.00001,13171.0,1377.0,5896.0,3470.0,24552.0,0.14032108045601477,0.2384245217200758,0.05568361031352517,0.5326135304571097,0.002588054509851569,0.6941243072125342,0.10315823522861489,0.04569533743956677,0.06094059603666117,0.06126410285039262,0.10348174204234634,0.2110881959597686
203,2015-2019,Near West Side,1789.0,252.0,6396.0,2897.0,3117.0,2941.0,4636.0,8627.0,91125.0,36616.0,2466.0,63170.0,27287.0,5839.0,16885.0,11246.0,57651.0,0.17802754472059523,0.2672946018679753,0.09243311698591103,0.43196137406996993,0.03903751780908659,0.579642235238246,0.10125059363621973,0.045860376761120786,0.04934304258350483,0.04655690992559759,0.07338926705714738,0.13656799113503246
204,2015-2019,New City,1046.0,19.0,4603.0,3848.0,2005.0,1085.0,716.0,516.0,34916.0,15772.0,3101.0,39443.38246,4991.0,24266.0,9096.0,763.0,39064.0,0.01934418278588981,0.23060902571488034,0.6152109298589804,0.12653580115907737,0.07861901811146041,0.39986428689260034,0.11669891659692108,0.09755755617313759,0.050832354502895236,0.027507782860668992,0.018152601408515205,0.013082042355857328
205,2015-2019,North Center,204.0,73.0,1157.0,1380.0,1450.0,1689.0,2501.0,5916.0,125033.0,21285.0,572.0,35542.99999,27629.0,4070.0,750.0,1737.0,35463.0,0.04887038236751833,0.021101201367667674,0.11450918608854324,0.7773401234497201,0.01609318290974121,0.5988520948144086,0.032552119976522,0.038826210516508516,0.04079565597749083,0.0475199054799876,0.07036547282738247,0.1664462763881626
206,2015-2019,North Lawndale,2103.0,24.0,5109.0,2853.0,1236.0,1098.0,495.0,284.0,28327.0,11054.0,2083.0,32073.00001,1159.0,2966.0,27522.0,49.0,31052.0,0.001527764786104273,0.8581049478196286,0.09247653786908723,0.03613631402234393,0.06494559284602451,0.3446512641958497,0.1592928631062598,0.08895332519909166,0.03853708725765065,0.03423440275801004,0.01543354222697174,0.008854799984767623
207,2015-2019,North Park,128.0,0.0,1571.0,1391.0,986.0,587.0,969.0,1055.0,56287.0,8542.0,517.0,18913.99999,9128.0,3807.0,523.0,4764.0,18224.0,0.25187691670290624,0.027651475112430726,0.2012794756271965,0.4826054776792881,0.02733424977653286,0.45162313653992975,0.0830601671159248,0.07354340703898879,0.052130696865882786,0.03103521202867464,0.0512318917475055,0.05577878822870825
208,2015-2019,Norwood Park,58.0,9.0,2257.0,2143.0,2487.0,1820.0,3068.0,3307.0,83985.0,19488.0,739.0,38083.67228,29421.0,5749.0,297.0,1618.0,37541.0,0.04248539867962544,0.007798617680994287,0.15095708096981872,0.7725357939142522,0.01940464130052114,0.5117153581387767,0.059264242781158605,0.05627083397431231,0.06530357633883095,0.047789509021581154,0.08055945806495109,0.08683511337053235
209,2015-2019,O'Hare,50.0,0.0,1407.0,1444.0,1314.0,973.0,668.0,418.0,53509.0,7221.0,399.0,13075.04972,9603.0,1381.0,256.0,1582.0,13125.0,0.12099380376199441,0.019579275450739928,0.10562101327137438,0.7344522740369357,0.030516136347051685,0.552273234491379,0.10760953343434015,0.11043935058932991,0.10049674977450104,0.07441654302175763,0.051089671879274504,0.03196928569691129
210,2015-2019,Oakland,128.0,0.0,1322.0,754.0,527.0,207.0,252.0,171.0,32844.0,3110.0,563.0,7227.000002,206.0,300.0,6580.0,71.0,7227.0,0.009824270095523932,0.9104746088527814,0.04151100040362225,0.028504220277153946,0.07790231075746443,0.4303307041842173,0.18292514177862873,0.10433098101443726,0.07292099070902976,0.028642590278499355,0.03486924033904269,0.023661270230064684
211,2015-2019,Portage Park,390.0,58.0,3432.0,4460.0,4013.0,3197.0,3749.0,3626.0,70559.0,34254.0,2008.0,64598.55568,30287.0,28009.0,981.0,3391.0,64514.0,0.05249343370458465,0.0151860980431134,0.4335855454531735,0.4688494917755103,0.031084286310470652,0.5302595335054092,0.053128122817497646,0.06904179130712107,0.06212213195414279,0.049490270584947545,0.05803535327587374,0.05613128593713475
212,2015-2019,Pullman,144.0,2.0,933.0,921.0,456.0,446.0,289.0,102.0,43539.0,3377.0,606.0,6840.000001,682.0,377.0,5544.0,9.0,6840.0,0.0013157894734918435,0.8105263156709757,0.05511695905626945,0.09970760232460414,0.08859649121511746,0.4937134502202173,0.13640350875198778,0.134649122787332,0.06666666665692007,0.06520467835304025,0.042251461982126974,0.014912280699574227
213,2015-2019,Riverdale,233.0,0.0,1671.0,688.0,89.0,52.0,97.0,44.0,15396.0,1917.0,838.0,7358.999999,89.0,258.0,6990.0,22.0,7310.0,0.0029895366222298598,0.9498573176993963,0.03505911129705926,0.012094034517202614,0.11387416770130102,0.26049735021884735,0.22706889526118618,0.09349096345882471,0.012094034517202614,0.007066177470725123,0.013181138743468018,0.0059790732444597195
214,2015-2019,Rogers Park,716.0,49.0,7345.0,6537.0,4141.0,2517.0,2553.0,1739.0,43177.0,30423.0,1734.0,55475.00001,24357.0,10887.0,15187.0,2695.0,51973.0,0.04858044163162137,0.2737629562372667,0.19625056328143298,0.4390626407500563,0.03125732311288737,0.548409193231472,0.13240198285130203,0.11783686343076397,0.07464623703025755,0.04537178908600779,0.046020730050289185,0.031347453802370896
215,2015-2019,Roseland,1543.0,0.0,4627.0,3528.0,2364.0,1442.0,1469.0,573.0,40786.0,14532.0,3700.0,39162.00001,557.0,459.0,37280.0,165.0,38605.0,0.004213267962766644,0.9519432100117605,0.011720545423696301,0.014222971244006186,0.09447934219537323,0.37107400021166587,0.11815024765891674,0.09008732953115588,0.06036463917563846,0.03682140849884546,0.03751085234729818,0.014631530561607799
216,2015-2019,South Chicago,885.0,21.0,3844.0,3057.0,1416.0,1384.0,876.0,257.0,34856.0,11440.0,2210.0,29936.0,842.0,5914.0,22895.0,104.0,29771.0,0.00347407803313736,0.7647982362373063,0.19755478353821485,0.028126670229823625,0.07382415820416889,0.38214858364510956,0.1284072688401924,0.10211785141635489,0.047300908605024054,0.04623196151790487,0.02926242650988776,0.008584981293425975
217,2015-2019,South Deering,293.0,0.0,2022.0,1413.0,848.0,451.0,386.0,186.0,36315.0,5190.0,1395.0,15474.99997,587.0,4767.0,10077.0,0.0,15380.0,0.0,0.6511793227486513,0.30804523484596813,0.037932148700353115,0.09014539597443372,0.3353796452382158,0.13066235889627598,0.09130856237410383,0.05479806149556975,0.02914378034729004,0.02494345723737019,0.012019386129924496
218,2015-2019,South Lawndale,1056.0,27.0,6210.0,5990.0,2960.0,1305.0,1071.0,542.0,34705.0,24977.0,2391.0,72156.99999,3112.0,59873.0,8898.0,95.0,62789.0,0.001316573582787058,0.1233144393646236,0.8297601065495739,0.04312817883824552,0.03313607827835637,0.3461479829186563,0.0860623363063961,0.08301342906204713,0.04102166110578623,0.018085563426706426,0.014842634812262516,0.007511398756532478
219,2015-2019,South Shore,1980.0,36.0,10262.0,5493.0,3176.0,1821.0,1988.0,924.0,32093.0,21358.0,4137.0,52454.00001,1339.0,1265.0,48978.0,157.0,51346.0,0.002993098714494014,0.9337324129839988,0.024116368623152404,0.025527128526799264,0.07886910434306837,0.40717581110931944,0.19563808285437942,0.10472032636124598,0.060548289918681455,0.03471613222352611,0.03789987416824267,0.017615434472563495
220,2015-2019,Uptown,572.0,68.0,8181.0,6019.0,4639.0,3506.0,4048.0,4117.0,55109.0,36004.0,1509.0,58979.00001,31974.0,8609.0,10476.0,6207.0,56677.0,0.10524084841973569,0.17762254358710344,0.1459672086427428,0.5421251631017607,0.02558537784201404,0.6104545684717518,0.13871038841982564,0.10205327318163189,0.07865511451895503,0.05944488715314859,0.06863459874385211,0.06980450667698596
221,2015-2019,Washington Heights,625.0,17.0,2726.0,1787.0,1708.0,1178.0,1272.0,616.0,51800.0,10403.0,1947.0,26742.0,360.0,305.0,25698.0,43.0,26511.0,0.001607957520005983,0.960960287188692,0.011405280083763368,0.013461969934933812,0.0728068207314337,0.3890135367586568,0.10193702789619326,0.06682372298257423,0.06386956846907486,0.04405055717597786,0.0475656271034328,0.023034926333108968
222,2015-2019,Washington Park,678.0,9.0,2241.0,1140.0,565.0,242.0,293.0,45.0,25423.0,3879.0,981.0,10969.0,121.0,263.0,10146.0,0.0,10918.0,0.0,0.9249703710456741,0.023976661500592578,0.011031087610538792,0.08943385905734343,0.35363296563041297,0.20430303582824322,0.10392925517367126,0.051508797520284436,0.022062175221077583,0.02671164189989972,0.004102470598960708
223,2015-2019,West Elsdon,239.0,0.0,820.0,1248.0,1191.0,648.0,924.0,350.0,60836.0,8465.0,1084.0,19151.02982,2775.0,15490.0,320.0,539.0,19132.0,0.02814470057568946,0.016709284200780383,0.8088337883440254,0.1449008239286424,0.05660270023014355,0.4420127836237686,0.042817540764499736,0.0651662083830435,0.06218986713477949,0.03383630050658028,0.04824805812975336,0.018275779594603546
224,2015-2019,West Englewood,1507.0,0.0,4507.0,2534.0,1257.0,488.0,441.0,256.0,26821.0,7746.0,2925.0,26345.99999,425.0,2468.0,23097.0,24.0,26061.0,0.000910954224895982,0.8766795721842707,0.09367645946013682,0.016131481065866347,0.11102254615919781,0.2940104760851782,0.17106961215025795,0.09618158357860077,0.04771122752892706,0.0185227359062183,0.016738783882463668,0.009716845065557141
225,2015-2019,West Garfield Park,1637.0,0.0,2752.0,1103.0,801.0,357.0,230.0,111.0,24169.0,4828.0,1276.0,16421.02013,407.0,485.0,15282.0,0.0,16091.0,0.0,0.9306364573587548,0.02953531486840702,0.024785305466890013,0.07770528200430384,0.2940134024426167,0.1675900752945487,0.06717000474196483,0.04877894270019386,0.021740427645404754,0.014006437978832196,0.006759628763697277
226,2015-2019,West Lawn,360.0,9.0,1777.0,2420.0,1865.0,1125.0,1420.0,665.0,54922.0,14240.0,1875.0,31886.0,4028.0,26775.0,845.0,142.0,31870.0,0.004453365113215832,0.026500658596249137,0.8397102176503795,0.12632503292981245,0.05880323653013862,0.44659098036755945,0.05572978736749671,0.07589537728156558,0.058489619268644544,0.03528194191808317,0.04453365113215831,0.02085554788935583
227,2015-2019,West Pullman,711.0,9.0,2778.0,2340.0,1464.0,928.0,1117.0,508.0,42271.0,10518.0,2358.0,27038.00848,212.0,1551.0,24762.0,0.0,27001.0,0.0,0.9158218889648044,0.057363692342476846,0.007840814169313405,0.08721056514736325,0.3890079407209358,0.10274425359600302,0.08654483564242155,0.054145999735258604,0.034322054476994525,0.041312214278882424,0.018788366028354764
228,2015-2019,West Ridge,578.0,42.0,5440.0,6609.0,4578.0,2691.0,3488.0,2908.0,53877.0,35157.0,2736.0,78466.00002,31836.0,14835.0,9086.0,18650.0,76814.0,0.23768256308778768,0.1157953763118305,0.18906277873497748,0.4057298701588637,0.03486860550177947,0.4480539340738526,0.0693293910561697,0.08422756350923263,0.05834374122337222,0.034295108700763355,0.044452374265426454,0.0370606377189966
229,2015-2019,West Town,1611.0,201.0,4763.0,3962.0,5144.0,4507.0,7791.0,12137.0,104639.0,59657.0,1810.0,84698.0,53847.0,18728.0,5727.0,4144.0,84038.0,0.04892677513046353,0.06761670877706676,0.22111502042551182,0.6357529103402678,0.02137004415688682,0.7043495714184514,0.05623509409903422,0.046777964060544526,0.06073342936078774,0.05321259061607122,0.09198564310845593,0.14329736239344495
230,2015-2019,Woodlawn,885.0,32.0,4596.0,1815.0,1102.0,744.0,635.0,402.0,25450.0,8147.0,1973.0,22655.0,1815.0,810.0,18634.0,836.0,21247.0,0.036901346281174134,0.8225115868461709,0.03575369675568307,0.0801147649525491,0.08708894283822556,0.35961156477598766,0.20286912381372765,0.0801147649525491,0.048642683734274994,0.03284043257559038,0.028029132641800927,0.017744427278746415
