,timeperiod,GEOG,crimes,coffeeshops,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,EMP,UNEMP,TOT_POP,WHITE,HISP,BLACK,ASIAN,POP_HH,AsianPerc,BlackPerc,HispPerc,WhitePerc,UnemployedPerc,EmployedPerc,Inc25k,Inc50k,Inc75k,Inc100k,Inc150k,Inc_gt150k
64,2005-2009,South Lawndale,1347.0,9.0,6382.0,5717.0,2498.0,1102.0,592.0,163.0,32837.37404,24549.0,4603.0,70557.0,3065.0,59370.0,7856.0,115.0,62094.0,0.0016298878920589027,0.11134260243491079,0.8414473404481483,0.04344005555791771,0.06523803449693157,0.3479314596709044,0.0904516915401732,0.0810266876426152,0.03540399960315773,0.015618577887381833,0.008390379409555395,0.0023101889252660967
65,2005-2009,South Shore,3493.0,36.0,10022.0,6013.0,3456.0,1697.0,1340.0,492.0,30421.32802,19838.26465,4887.142372,50138.0,762.0,843.0,47241.0,114.0,49305.0,0.002273724520323906,0.942219474251067,0.016813594479237304,0.015198053372691372,0.09747381969763454,0.395673234871754,0.19988830826917708,0.11992899597111971,0.06892975387929315,0.033846583429733935,0.02672623558977223,0.009812916350871594
66,2005-2009,Uptown,984.0,87.0,10540.0,5392.0,4157.0,3299.0,3265.0,2788.0,43513.89218,32104.0,3148.0,54995.0,28769.0,7010.0,11062.0,6402.0,52122.0,0.11641058278025275,0.20114555868715336,0.12746613328484407,0.5231202836621511,0.05724156741521957,0.5837621601963815,0.19165378670788252,0.09804527684334939,0.07558868988089826,0.05998727157014274,0.05936903354850441,0.05069551777434312
67,2005-2009,Washington Heights,1141.0,3.0,2651.0,2969.0,1600.0,883.0,1018.0,187.0,41347.55652,9320.0,2448.0,26021.0,257.0,189.0,25390.0,2.0,25804.0,7.686099688712963e-05,0.9757503554821106,0.00726336420583375,0.009876638099996157,0.09407786018984667,0.35817224549402404,0.10187925137389033,0.11410014987894393,0.0614887975097037,0.03393413012566773,0.03912224741554898,0.00718650320894662
68,2005-2009,Washington Park,1181.0,0.0,2180.0,1014.0,410.0,311.0,168.0,59.0,22903.26538,3331.0,1333.0,11146.0,20.0,132.0,10882.0,9.0,11056.0,0.0008074645612775884,0.9763143728691908,0.01184281356540463,0.0017943656917279742,0.11959447335366948,0.2988516059572941,0.1955858603983492,0.09097434057060828,0.03678449668042347,0.02790238650637,0.015072671810514983,0.005293378790597524
69,2005-2009,West Elsdon,235.0,0.0,1029.794643,1683.303571,956.9375,780.375,506.0,76.06696429,46535.32916,7874.965069,1581.240455,19005.64612,3376.93837,14826.12922,406.5308151,324.0477137,18994.64612,0.0170500761538961,0.021390002346313285,0.7800907754668853,0.17768079804697529,0.08319845823794597,0.4143487161277314,0.05418361662097494,0.08856860536978155,0.0503501693106343,0.04106016680899875,0.026623667346280147,0.004002335085569824
70,2005-2009,West Englewood,2653.0,0.0,4944.0,2972.0,1380.0,645.0,363.0,60.0,26450.92927,9013.0,5042.0,35294.0,429.0,904.0,33477.0,41.0,35043.0,0.0011616705389017963,0.9485181617272057,0.025613418711395705,0.012155040516801722,0.14285714285714285,0.2553691845639485,0.1400804669348898,0.08420694735649119,0.03910013033376778,0.01827506091686972,0.010285034283447611,0.0017000056666855556
71,2005-2009,West Garfield Park,1702.0,0.0,2900.814558,1394.140381,767.1923744,440.0,204.0,9.0,24502.29128,4916.26939,1707.800474,19384.86264,274.0994671,240.2510361,18771.25636,18.0,19176.86264,0.0009285595845728418,0.9683461115306619,0.012393744570789489,0.01413987151677852,0.08809969437059678,0.2536138368014766,0.14964328671662955,0.0719190229454213,0.03957687958112867,0.022698123178447244,0.010523675291825539,0.0004642797922864209
72,2005-2009,West Lawn,562.0,5.0,2022.0,2692.0,1895.0,1278.0,896.0,328.0,47702.35797,13726.0,1450.0,32950.0,5514.0,26078.0,1041.0,95.0,32935.0,0.002883156297420334,0.03159332321699545,0.7914415781487102,0.16734446130500757,0.04400606980273141,0.41657056145675264,0.06136570561456753,0.08169954476479514,0.05751138088012139,0.03878603945371775,0.027192716236722307,0.009954476479514416
73,2005-2009,West Pullman,1438.0,7.0,3216.728782,2246.158672,1865.48524,993.6549816,724.7472325,319.0461255,39878.27664,9993.97714,2379.993588,30770.79033,390.4813847,1388.0,28757.30895,0.0,30671.79033,0.0,0.9345651717617095,0.04510771368282889,0.012690001800808474,0.07734587127843849,0.3247877949451421,0.10453838681107415,0.07299645696165646,0.06062519746791307,0.032292150150957794,0.023553091250743965,0.01036847354515122
74,2005-2009,West Ridge,837.0,85.0,6281.0,6941.0,4195.0,2626.0,2658.0,1701.0,45367.44011,32006.0,3092.0,73705.0,31779.0,15260.0,7683.0,17078.0,72242.0,0.23170748253171428,0.10423987517807476,0.20704158469574654,0.4311647785089207,0.04195102096194288,0.4342446238382742,0.08521809917916016,0.09417271555525406,0.056916084390475546,0.035628519096397804,0.03606268231463266,0.02307848856929652
75,2005-2009,West Town,2166.0,259.0,7579.0,6493.0,6187.0,4619.0,6104.0,6750.0,69154.63441,53758.75959,3770.109448,84948.0,48721.0,24083.0,7106.0,3448.0,84369.0,0.040589537128596316,0.08365117483637048,0.2835028488016198,0.5735391062767811,0.044381379761736596,0.6328431462777229,0.0892192870932806,0.07643499552667514,0.07283279182558741,0.05437444083439281,0.07185572350143617,0.07946037575928803
76,2005-2009,Woodlawn,1814.0,28.0,4412.0,2244.0,1039.0,550.0,530.0,207.0,25796.21169,7747.735352,2483.857628,21833.0,1630.0,385.0,18927.0,515.0,20777.0,0.02358814638391426,0.8668987312783402,0.017633857005450466,0.07465762836073833,0.11376620840012826,0.35486352548893874,0.2020794210598635,0.10278019511748271,0.04758851280172216,0.025191224293500663,0.024275179773737002,0.009481060779553886
77,2010-2014,Albany Park,603.0,91.0,4018.0,3776.0,3187.0,1908.0,1947.0,1590.0,53029.6457,26928.0,3004.0,52930.0,15421.0,26892.0,2017.0,7387.0,51406.0,0.13956168524466275,0.03810693368600038,0.5080672586434914,0.2913470621575666,0.05675420366521821,0.5087474022293595,0.07591158133383714,0.07133950500661251,0.060211600226714526,0.036047610051010766,0.03678443226903457,0.030039675042508974
78,2010-2014,Archer Heights,273.0,10.0,871.0,1386.0,768.0,347.0,420.0,127.0,42211.53846,5963.0,995.0,13971.0,2884.0,10568.0,109.0,330.0,13961.0,0.02362035645265192,0.007801875313148665,0.756424021186744,0.20642760002863073,0.07121895354663231,0.4268126834156467,0.06234342566745401,0.09920549710113807,0.0549710113807172,0.024837162694152173,0.03006227184882972,0.009090258392384224
79,2010-2014,Armour Square,376.0,36.0,2669.0,1030.0,661.0,284.0,396.0,128.0,23805.24862,6022.0,1070.0,13907.0,1636.0,551.0,1479.0,9772.0,13898.0,0.702667721291436,0.10634932048608614,0.039620335083051704,0.11763859926655641,0.07693967066944704,0.43301934277701876,0.19191773926799455,0.07406342129862659,0.04753002085280794,0.020421370532825195,0.028474868771122458,0.009203997986625441
80,2010-2014,Ashburn,634.0,1.0,1984.0,2732.0,2545.0,2198.0,2314.0,949.0,66017.96407,18999.0,2842.0,42809.0,6232.0,15384.0,20584.0,195.0,42223.0,0.004555116914667477,0.48083346959751455,0.35936368520638184,0.14557686467798828,0.0663879090845383,0.44380854493214045,0.0463453946600014,0.06381835595318741,0.05945011562989091,0.051344343479174936,0.05405405405405406,0.022168235651381717
81,2010-2014,Auburn Gresham,2294.0,3.0,7403.0,4381.0,2849.0,1248.0,874.0,403.0,30000.0,14671.0,5722.0,47611.0,175.0,672.0,46204.0,126.0,47510.0,0.00264644724958518,0.9704480057129655,0.014114385331120959,0.0036756211799794164,0.12018231081052698,0.3081430761798744,0.15548927768792925,0.0920165507970847,0.059839112810064904,0.02621242990065321,0.0183571023502972,0.0084644304887526
82,2010-2014,Austin,4940.0,7.0,13223.0,8922.0,4565.0,2587.0,2050.0,930.0,31434.91124,32579.0,9219.0,99711.0,4213.0,10249.0,83987.0,475.0,98492.0,0.004763767287460761,0.8423042593094042,0.10278705458775862,0.042252108593836185,0.09245720131179108,0.32673426201722977,0.13261325229914453,0.08947859313415772,0.04578231087843869,0.025944980995075768,0.02055941671430434,0.009326954899660017
83,2010-2014,Avalon Park,535.0,7.0,1143.0,1029.0,472.0,504.0,528.0,155.0,44583.33333,3820.0,1091.0,10071.0,219.0,59.0,9695.0,30.0,10066.0,0.002978850163836759,0.9626650779465793,0.005858405322212293,0.021745606196008342,0.1083308509581968,0.37930692086188067,0.11349419124218052,0.10217456061960084,0.046867242577698344,0.050044682752457555,0.052427762883526956,0.01539072584648992
84,2010-2014,Avondale,535.0,55.0,3405.0,4250.0,2602.0,1336.0,1194.0,773.0,44447.3342,19685.0,1840.0,39117.0,12629.0,23537.0,873.0,1297.0,39050.0,0.033156939438095966,0.022317662397423114,0.6017076974205589,0.32285195694966384,0.047038372063297286,0.5032338880793517,0.08704655264974308,0.10864841373315949,0.06651839353733671,0.03415394841117673,0.030523813175857045,0.01976122913311348
85,2010-2014,Belmont Cragin,1120.0,47.0,5534.0,6606.0,4448.0,2067.0,2135.0,691.0,43223.47267,34013.0,5649.0,79022.0,11228.0,62768.0,2802.0,1272.0,78716.0,0.01609678317430589,0.03545847991698514,0.7943104451924781,0.14208701374300828,0.07148642150287261,0.43042443876388853,0.07003113057123332,0.08359697299486218,0.05628812229505707,0.02615727265824707,0.02701779251347726,0.008744400293589126
86,2010-2014,Beverly,193.0,18.0,704.0,1143.0,1083.0,1169.0,1477.0,1950.0,92814.37126,10310.0,828.0,21002.0,11761.0,1169.0,7601.0,83.0,20978.0,0.003952004570993239,0.3619179125797543,0.05566136558423007,0.5599942862584516,0.03942481668412532,0.4909056280354252,0.03352061708408723,0.054423388248738214,0.05156651747452624,0.05566136558423007,0.07032663555851823,0.09284830016188934
87,2010-2014,Bridgeport,249.0,26.0,3618.0,3322.0,2027.0,1433.0,1055.0,676.0,41819.06615,15780.0,2400.0,31882.0,10411.0,8933.0,874.0,10846.0,31846.0,0.3401919578445518,0.027413587604290822,0.2801894485916818,0.32654789536415535,0.0752775860987391,0.49495012859920956,0.1134809610438492,0.1041967254250047,0.06357819459256006,0.044946992033122135,0.03309077222257073,0.021203186751144847
88,2010-2014,Brighton Park,546.0,15.0,3578.0,4741.0,1938.0,888.0,661.0,178.0,35754.06032,17802.0,3093.0,44130.0,2950.0,37509.0,577.0,3032.0,44015.0,0.0687060956265579,0.013075005665080444,0.8499660095173351,0.06684794924087922,0.07008837525492861,0.40339904826648537,0.08107863131656469,0.1074325855427147,0.043915703602991164,0.020122365737593472,0.01497847269431226,0.004033537276229323
89,2010-2014,Burnside,96.0,17.0,448.0,178.0,154.0,40.0,48.0,33.0,25480.76923,909.0,175.0,2618.0,0.0,0.0,2618.0,0.0,2618.0,0.0,1.0,0.0,0.0,0.06684491978609626,0.3472116119174943,0.1711229946524064,0.06799083269671505,0.058823529411764705,0.015278838808250574,0.01833460656990069,0.012605042016806723
90,2010-2014,Calumet Heights,488.0,0.0,1151.0,1369.0,984.0,823.0,718.0,280.0,52761.62791,4781.0,1287.0,13400.0,269.0,519.0,12462.0,19.0,13395.0,0.001417910447761194,0.93,0.03873134328358209,0.02007462686567164,0.09604477611940299,0.3567910447761194,0.0858955223880597,0.10216417910447761,0.07343283582089552,0.061417910447761195,0.0535820895522388,0.020895522388059702
91,2010-2014,Chatham,2106.0,0.0,5331.0,3570.0,2172.0,1132.0,838.0,439.0,33976.74419,11802.0,3449.0,31520.0,203.0,230.0,30662.0,90.0,31481.0,0.0028553299492385786,0.9727791878172589,0.007296954314720812,0.006440355329949239,0.10942258883248732,0.37442893401015226,0.1691307106598985,0.11326142131979695,0.06890862944162436,0.035913705583756346,0.026586294416243654,0.013927664974619289
92,2010-2014,Chicago Lawn,2115.0,0.0,6138.0,4848.0,2407.0,1464.0,778.0,201.0,32789.91597,19258.0,5560.0,56293.0,1854.0,25583.0,27974.0,421.0,56015.0,0.007478727372852752,0.49693567583891424,0.4544614783365605,0.03293482315740856,0.09876894107615512,0.3421029257634164,0.10903664754054679,0.08612083207503597,0.042758424670918234,0.026006785923649477,0.013820546071447604,0.0035706038050912193
93,2010-2014,Clearing,90.0,0.0,1766.0,1680.0,1808.0,1334.0,1350.0,502.0,60284.62998,11858.0,1359.0,24452.0,11776.0,12005.0,167.0,345.0,24441.0,0.014109275314902666,0.006829707181416653,0.49096188450842465,0.48159659741534433,0.05557827580566007,0.4849501063307705,0.0722231310322264,0.06870603631604777,0.0739407819401276,0.05455586455095698,0.055210207753966956,0.02053001799443808
94,2010-2014,Douglas,622.0,19.0,4093.0,1778.0,1620.0,710.0,489.0,381.0,32530.76923,7815.0,1757.0,19430.0,2329.0,426.0,13815.0,2540.0,16786.0,0.13072568193515183,0.7110138960370561,0.021924858466289242,0.11986618630983016,0.09042717447246526,0.4022130725681935,0.21065362840967575,0.09150797735460628,0.08337622233659289,0.03654143077714874,0.0251672671127123,0.019608852290272774
95,2010-2014,Dunning,167.0,41.0,2998.0,3457.0,2838.0,2318.0,2681.0,1009.0,61181.99663,21828.0,2253.0,43053.0,29060.0,11255.0,694.0,1583.0,42912.0,0.03676863400924442,0.016119666457622,0.26142196827166514,0.6749819989315495,0.05233084802452791,0.5070029963068776,0.06963510092211925,0.08029637888184331,0.06591875130652916,0.05384061505586138,0.06227208324623139,0.023436229763314984
96,2010-2014,East Garfield Park,1484.0,4.0,3656.0,1501.0,775.0,539.0,271.0,138.0,22313.89578,5504.0,1429.0,20262.0,827.0,680.0,18535.0,59.0,19498.0,0.002911854703385648,0.9147665580890336,0.03356035929325832,0.040815319316947984,0.07052610798539137,0.2716414963971967,0.18043628467081235,0.07407955779291284,0.0382489389004047,0.026601520086862108,0.013374790247754417,0.006810778797749482
97,2010-2014,East Side,129.0,0.0,1746.0,1982.0,1245.0,748.0,689.0,300.0,43720.62663,9140.0,1978.0,23700.0,4074.0,19121.0,398.0,34.0,23690.0,0.0014345991561181435,0.01679324894514768,0.8067932489451477,0.17189873417721518,0.08345991561181434,0.3856540084388186,0.07367088607594936,0.08362869198312237,0.052531645569620256,0.031561181434599156,0.02907172995780591,0.012658227848101266
98,2010-2014,Edgewater,565.0,64.0,8188.0,7167.0,4755.0,3133.0,2980.0,2446.0,44482.8156,31169.0,3202.0,55276.0,30151.0,9007.0,7685.0,6482.0,52352.0,0.11726608292930024,0.13902959693176062,0.16294594399015846,0.5454627686518562,0.0579274911353933,0.5638794413488675,0.14812938707576526,0.12965844127650336,0.08602286706708155,0.05667920978363123,0.053911281568854476,0.04425066936826109
99,2010-2014,Edison Park,9.0,12.0,489.0,841.0,714.0,741.0,792.0,848.0,80651.1471,5612.0,405.0,10844.0,9560.0,854.0,117.0,216.0,10839.0,0.019918849133161196,0.010789376613795648,0.07875322759129473,0.8815935079306529,0.03734784212467724,0.5175212098856511,0.04509406123201771,0.07755440796753965,0.06584286241239395,0.0683327185540391,0.07303578015492439,0.0781999262264847
100,2010-2014,Englewood,2297.0,14.0,5640.0,2042.0,1027.0,287.0,295.0,70.0,18959.58084,6536.0,3805.0,27297.0,226.0,543.0,26054.0,73.0,27168.0,0.0026742865516357107,0.9544638604974905,0.019892295856687548,0.008279298091365352,0.13939260724621752,0.23944023152727406,0.20661611166062205,0.07480675532109755,0.037623182034655825,0.010513975894786974,0.010807048393596365,0.0025643843645821885
101,2010-2014,Forest Glen,18.0,9.0,738.0,1138.0,907.0,705.0,1393.0,1802.0,94822.69504,8864.0,584.0,18501.0,13292.0,2358.0,31.0,2551.0,18469.0,0.13788443867899033,0.0016755851035079184,0.12745257013134426,0.7184476514782985,0.031565861304794336,0.47910923733852223,0.03988973568996271,0.06151018863845197,0.04902437706069942,0.03810604832171234,0.07529322739311388,0.09740014053294417
102,2010-2014,Fuller Park,364.0,0.0,670.0,239.0,81.0,71.0,57.0,12.0,17218.04511,692.0,386.0,2621.0,84.0,216.0,2294.0,14.0,2608.0,0.00534147272033575,0.8752384586035864,0.08241129339946585,0.032048836322014496,0.14727203357497137,0.2640213658908813,0.25562762304463943,0.09118657001144602,0.030904235024799696,0.027088897367417018,0.02174742464708127,0.004578405188859214
103,2010-2014,Gage Park,678.0,5.0,2772.0,3355.0,1736.0,929.0,550.0,109.0,37940.95665,16275.0,3140.0,40381.0,1421.0,37260.0,1336.0,333.0,40333.0,0.008246452539560684,0.03308486664520443,0.9227111760481415,0.03518981699314034,0.07775934226492658,0.4030360813253758,0.06864614546445111,0.0830836284391174,0.042990515341373416,0.02300586909685248,0.013620266957232362,0.0026992892697060497
104,2010-2014,Garfield Ridge,229.0,46.0,2180.0,2589.0,2292.0,1565.0,2088.0,1219.0,62042.22573,15818.0,2164.0,34724.0,17160.0,15297.0,1461.0,507.0,34528.0,0.014600852436355258,0.04207464577813616,0.4405310448105057,0.49418269784587027,0.06232000921552817,0.4555350766040779,0.06278078562377606,0.07455938255961295,0.06600622048151135,0.04506969243174749,0.06013132127635065,0.03510540260338671
105,2010-2014,Grand Boulevard,1004.0,0.0,4400.0,1953.0,1389.0,853.0,641.0,554.0,30917.72152,8142.0,2482.0,22283.0,702.0,474.0,20526.0,102.0,21994.0,0.0045774805905847505,0.9211506529641431,0.02127182156801149,0.03150383700578917,0.11138536103756226,0.3653906565543239,0.19745994704483238,0.08764529013149037,0.062334515101198223,0.03828030337028228,0.028766324103576716,0.024862002423372078
106,2010-2014,Greater Grand Crossing,2290.0,0.0,5853.0,2750.0,1798.0,778.0,550.0,303.0,26076.61823,10642.0,3699.0,32849.0,419.0,602.0,31332.0,20.0,32331.0,0.0006088465402295352,0.9538189899235897,0.018326280860909008,0.012755335017808761,0.11260616761545253,0.32396724405613564,0.17817893999817347,0.08371639928156108,0.05473530396663521,0.02368413041492892,0.016743279856312215,0.009224025084477458
107,2010-2014,Hegewisch,48.0,0.0,947.0,833.0,613.0,479.0,393.0,293.0,50000.0,3915.0,406.0,9377.0,3983.0,4914.0,408.0,16.0,9360.0,0.0017063026554335074,0.04351071771355444,0.524048203050016,0.4247627172869788,0.04329742988162525,0.41751093100138637,0.10099178841847073,0.08883438199850699,0.06537272048629626,0.05108243574704063,0.04191105897408553,0.031246667377626106
108,2010-2014,Hermosa,335.0,0.0,2054.0,2226.0,1275.0,676.0,523.0,169.0,37494.63519,11382.0,1605.0,24836.0,1814.0,22174.0,377.0,204.0,24822.0,0.008213883072958608,0.015179578031889194,0.8928168787244323,0.07303913673699469,0.06462393300048316,0.45828635851183763,0.08270252858753423,0.08962795941375423,0.051336769205991305,0.027218553712353037,0.021058141407634078,0.006804638428088259
109,2010-2014,Humboldt Park,2057.0,22.0,6538.0,4528.0,2636.0,1518.0,797.0,417.0,32484.30493,18769.0,3992.0,54515.0,2863.0,28095.0,22604.0,270.0,54194.0,0.004952765293955792,0.4146381729799138,0.5153627441988443,0.05251765569109419,0.07322755204989452,0.34429056223057874,0.11993029441438137,0.08305970833715491,0.04835366412913877,0.02784554709712923,0.014619829404750985,0.007649270842887279
110,2010-2014,Hyde Park,451.0,59.0,3689.0,2635.0,2436.0,969.0,1364.0,1352.0,48724.87437,13225.0,1201.0,26705.0,12298.0,1681.0,8519.0,3242.0,23883.0,0.12140048680022468,0.31900393184796855,0.06294701366785246,0.4605130125444673,0.04497285152593147,0.49522561318105224,0.1381389252948886,0.09867066092492043,0.09121887287024902,0.036285339824003,0.05107657741995881,0.05062722336641078
111,2010-2014,Irving Park,595.0,0.0,4401.0,6031.0,3224.0,2470.0,2438.0,1749.0,48858.74068,29088.0,2922.0,56490.0,22492.0,26558.0,1646.0,4287.0,56020.0,0.07588953797132236,0.0291379005133652,0.4701363073110285,0.39815896618870594,0.05172596919808816,0.514922995220393,0.0779075942644716,0.10676225880686847,0.057072048150115066,0.04372455301823332,0.04315808107629669,0.03096123207647371
112,2010-2014,Jefferson Park,111.0,31.0,2125.0,2151.0,1574.0,1414.0,1657.0,1194.0,62420.63492,13108.0,1508.0,26975.0,18362.0,5374.0,340.0,2341.0,26946.0,0.08678405931417979,0.012604263206672845,0.19922150139017608,0.6807043558850788,0.055903614457831326,0.48593141797961076,0.07877664504170528,0.07974050046339203,0.05835032437442076,0.05241890639481001,0.061427247451343835,0.04426320667284523
113,2010-2014,Kenwood,399.0,21.0,3214.0,2084.0,1198.0,721.0,922.0,991.0,39631.57895,7979.0,1304.0,18217.0,3236.0,701.0,12362.0,1492.0,17900.0,0.0819015205577208,0.678596914969534,0.03848054015480046,0.1776362738101773,0.0715814898172037,0.4379974748860954,0.17642861063841467,0.11439863863424274,0.06576274908052918,0.03957841576549377,0.05061206565296152,0.054399736509853434
114,2010-2014,Lake View,1542.0,192.0,8473.0,8994.0,8399.0,6421.0,8853.0,11085.0,75959.74147,70518.0,3123.0,97968.0,78123.0,7133.0,3430.0,6639.0,97531.0,0.06776702596766292,0.03501143230442594,0.07280948881267353,0.7974338559529642,0.03187775600195982,0.7198064674179324,0.08648742446513147,0.09180548750612445,0.08573207577984648,0.065541809570472,0.09036624203821655,0.11314919157275845
115,2010-2014,Lincoln Park,679.0,155.0,5587.0,4051.0,4411.0,3653.0,5238.0,9331.0,89279.35943,42252.0,2117.0,65951.0,53345.0,4771.0,2691.0,3633.0,62280.0,0.0550863519885976,0.04080302042425437,0.07234158693575533,0.8088580916134706,0.03209958908886901,0.6406574578095859,0.08471440918257495,0.06142439083562039,0.06688298888568786,0.055389607435823565,0.07942260162848175,0.14148382890327668
116,2010-2014,Lincoln Square,231.0,94.0,3609.0,3721.0,3229.0,2249.0,2342.0,2573.0,62536.71072,23757.0,2037.0,39547.0,25865.0,6236.0,1525.0,4738.0,38962.0,0.11980681214757125,0.03856171138139429,0.15768579158975396,0.6540319113965661,0.051508331858295196,0.6007282474018256,0.09125850254128,0.09409057577060206,0.08164968265608011,0.056869041899511974,0.059220674134574054,0.06506182517005082
117,2010-2014,Logan Square,1195.0,83.0,6707.0,6353.0,5227.0,3033.0,3741.0,3737.0,55769.06506,41082.0,3164.0,73163.0,31332.0,34648.0,3917.0,1789.0,72700.0,0.02445225045446469,0.053537990514331016,0.4735727075160942,0.42824925167092653,0.04324590298374861,0.5615133332422126,0.0916720200101144,0.08683350874075695,0.0714432158331397,0.041455380451867745,0.05113240299058267,0.05107773054686112
118,2010-2014,Loop,1069.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2010-2014,Lower West Side,366.0,50.0,4020.0,3707.0,2146.0,944.0,745.0,339.0,35115.8147,16252.0,2716.0,34979.0,4303.0,28661.0,1294.0,383.0,34858.0,0.010949426798936505,0.036993624746276335,0.8193773406901284,0.12301666714314304,0.07764658795277166,0.4646216301209297,0.11492609851625261,0.10597787243774837,0.061351096372108976,0.02698762114411504,0.021298493381743333,0.009691529203236227
120,2010-2014,Mckinley Park,160.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2010-2014,Montclare,76.0,31.0,1082.0,1479.0,655.0,548.0,491.0,173.0,41592.52669,5595.0,786.0,12887.0,4072.0,7503.0,466.0,741.0,12789.0,0.05749980600605261,0.03616047179328005,0.582214634903391,0.315977341506945,0.06099169705905176,0.43415845425622723,0.08396058042989059,0.11476681927523862,0.05082641421587646,0.04252347326763405,0.03810041126716846,0.01342438115930783
122,2010-2014,Morgan Park,450.0,15.0,1839.0,1543.0,1284.0,1313.0,1190.0,786.0,61446.85039,9187.0,1615.0,23220.0,6938.0,625.0,15132.0,52.0,22863.0,0.002239448751076658,0.6516795865633075,0.026916451335055987,0.29879414298018947,0.06955211024978467,0.39565030146425495,0.07919896640826873,0.06645133505598622,0.05529715762273902,0.056546080964685615,0.0512489233419466,0.033850129198966405
123,2010-2014,Mount Greenwood,39.0,0.0,696.0,864.0,1030.0,1049.0,1785.0,992.0,89728.31268,8734.0,822.0,18357.0,15870.0,1040.0,826.0,410.0,17696.0,0.022334804161900094,0.04499645911641336,0.05665413738628316,0.8645203464618402,0.04477855858800458,0.47578580378057417,0.037914691943127965,0.04706651413629678,0.05610938606526121,0.05714441357520292,0.09723811080241869,0.05403933104537779
124,2010-2014,Near North Side,1358.0,258.0,9823.0,6647.0,7804.0,6399.0,8061.0,14230.0,83626.34787,54436.0,3936.0,84305.0,60299.0,4828.0,7908.0,9031.0,82501.0,0.10712294644445762,0.09380226558329874,0.057268252179586025,0.7152482059189846,0.046687622323705595,0.6457031018326315,0.11651740703398375,0.0788446711345709,0.09256864954629025,0.07590297135401222,0.09561710456082083,0.16879188660221814
125,2010-2014,Near South Side,242.0,41.0,2135.0,2235.0,1982.0,1450.0,2034.0,2763.0,74315.21739,14744.0,746.0,22021.0,10087.0,1424.0,5558.0,4246.0,21818.0,0.1928159484128786,0.2523954407156805,0.06466554652377277,0.4580627582761909,0.03387675400753826,0.6695427092320967,0.09695290858725762,0.1014940284274102,0.09000499523182416,0.06584623768221243,0.09236637754870351,0.12547114118341582
126,2010-2014,Near West Side,1683.0,240.0,7127.0,3217.0,3814.0,3292.0,4547.0,4976.0,70925.36408,33063.0,3974.0,58899.0,25091.0,6046.0,17802.0,8731.0,54457.0,0.1482368121699859,0.3022462181021749,0.10265029966552913,0.42600044143364063,0.06747143414998556,0.5613507869403556,0.12100375218594543,0.05461892392060986,0.06475491943836058,0.05589229019168407,0.07719995246099255,0.08448360753153704
127,2010-2014,New City,1120.0,6.0,4585.0,3612.0,1665.0,875.0,500.0,272.0,30769.00238,13923.0,4617.0,41520.0,5441.0,23511.0,11217.0,913.0,41216.0,0.02198940269749518,0.27015895953757224,0.566257225433526,0.13104527938342966,0.11119942196531792,0.3353323699421965,0.11042870905587669,0.08699421965317919,0.04010115606936416,0.02107418111753372,0.012042389210019268,0.006551059730250481
128,2010-2014,North Center,192.0,57.0,1528.0,2103.0,2341.0,2021.0,2751.0,3926.0,91860.46512,21591.0,1038.0,34815.0,27043.0,4817.0,594.0,1313.0,34729.0,0.0377136291828235,0.017061611374407582,0.138359902340945,0.7767628895590981,0.02981473502800517,0.6201637225333908,0.04388912824931782,0.06040499784575614,0.067241131696108,0.058049691225046676,0.07901766479965532,0.11276748527933363
129,2010-2014,North Lawndale,2205.0,18.0,5665.0,2524.0,1380.0,587.0,482.0,117.0,23324.59207,9257.0,3149.0,35623.0,713.0,2358.0,32077.0,84.0,34771.0,0.002358027117311849,0.9004575695477641,0.06619318979311119,0.020015158745754148,0.08839794514779777,0.2598602026780451,0.15902647166156697,0.07085310052494175,0.03873901692726609,0.016478118069786375,0.013530584173146563,0.003284394913398647
130,2010-2014,North Park,132.0,0.0,1788.0,1328.0,977.0,895.0,743.0,745.0,52590.23355,8389.0,929.0,18058.0,8998.0,3864.0,531.0,4359.0,17415.0,0.24138885812382324,0.02940524975080297,0.213977184627312,0.4982833093365821,0.051445342784361504,0.4645586443681471,0.09901428729648909,0.07354081293609481,0.05410344445675047,0.049562520766419316,0.04114519880385425,0.04125595304020379
131,2010-2014,Norwood Park,63.0,10.0,2527.0,2677.0,2339.0,2301.0,2612.0,1940.0,71071.15821,17723.0,1724.0,36651.0,29745.0,4529.0,343.0,1359.0,36074.0,0.03707947941393141,0.009358544105208588,0.12357098032795831,0.8115740361790947,0.04703827999236037,0.4835611579493056,0.06894764126490409,0.0730402990368612,0.06381817685738451,0.06278137022182205,0.07126681400234645,0.05293170718397861
132,2010-2014,O'Hare,45.0,0.0,1922.0,1451.0,1224.0,929.0,475.0,221.0,43702.2293,6818.0,666.0,14329.0,10543.0,1678.0,152.0,1372.0,14316.0,0.09574987787005373,0.010607858189685253,0.11710517133086747,0.7357805848279713,0.0464791681205946,0.4758182706399609,0.13413357526694117,0.1012631725870612,0.08542117384325494,0.06483355433037895,0.033149556842766416,0.015423267499476586
