,names_doingbusiness,keep_row,ID,LATITUDE,LONGITUDE,LOCATION,year
646928,gsb cafe,1,1519437-20060816,41.789364411,-87.596262695,"(41.78936441141914, -87.59626269511155)",2006.0
647163,starbucks coffee #236,1,23045-20040516,41.903812639,-87.630056903,"(41.903812639001785, -87.63005690305373)",2004.0
647181,gaudi cafe,1,2304771-20140204,41.890980342,-87.656459363,"(41.89098034174263, -87.65645936254593)",2014.0
647213,opus restaurant and cafe,1,2677672-20190927,41.879429673,-87.625270913,"(41.8794296730421, -87.62527091340576)",2019.0
647270,corner bakery cafe,1,1649366-20061116,41.880675401,-87.62645664,"(41.880675401073866, -87.62645664000826)",2006.0
647344,cafe descartes,1,1120872-20090916,41.874243182,-87.651954819,"(41.87424318237425, -87.65195481873587)",2009.0
647386,dollop coffee co at the fisher building,1,2320900-20180616,41.877146786,-87.629121233,"(41.877146786216336, -87.62912123316899)",2018.0
647408,the waterfront cafe,1,1974241-20110816,41.995202222,-87.655398306,"(41.99520222185558, -87.65539830565382)",2011.0
647422,cafe orange,1,1274595-20020924,41.983982301,-87.696324438,"(41.983982301277216, -87.69632443786891)",2002.0
647462,wasabi cafe,1,2083473-20131216,41.952396535,-87.677693518,"(41.952396534916815, -87.67769351783434)",2013.0
647500,bourbon cafe',1,54753-20031116,41.968308772,-87.688536004,"(41.968308771943036, -87.68853600406185)",2003.0
647510,cafe lacuna,1,2517804-20170703,41.853301464,-87.649929695,"(41.8533014640748, -87.649929695282)",2017.0
647522,cafe selmarie,1,1069396-20061116,41.967406598,-87.687616424,"(41.96740659751604, -87.68761642361608)",2006.0
647526,7 plates cafe,1,1874129-20150416,41.922477913,-87.644399047,"(41.922477913374195, -87.64439904705058)",2015.0
647542,wow cafe 's winery,1,1616985-20051121,41.864688221,-87.645743268,"(41.864688221061456, -87.6457432675664)",2005.0
647551,houston & associates coffee plus,1,1742557-20071116,41.677802698,-87.632961684,"(41.67780269846228, -87.63296168371305)",2007.0
647568,starfruit cafe,1,2036999-20100604,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)",2010.0
647610,starfruit cafe,1,2277481-20130724,41.905200085,-87.669578754,"(41.905200085347865, -87.66957875405194)",2013.0
647633,starbucks coffee #2949,1,1489003-20150416,41.909040116,-87.802621962,"(41.9090401159946, -87.80262196157943)",2015.0
647920,"little branch cafe, inc.",1,2398970-20170716,41.865931037,-87.621494195,"(41.86593103671971, -87.62149419520398)",2017.0
647951,erie cafe,1,37221-20020516,41.893991884,-87.642849948,"(41.893991883800915, -87.64284994769713)",2002.0
648001,albert's cafe,1,8945-20040516,41.903256045,-87.630502987,"(41.90325604516536, -87.63050298655887)",2004.0
648054,joy cafe,1,2517059-20170412,41.838315686,-87.63404516,"(41.83831568602238, -87.6340451596087)",2017.0
648104,gallery 37 cafe,1,1515446-20040917,41.884608471,-87.62547448,"(41.884608470929656, -87.62547447957526)",2004.0
648205,"siam cafe,thai restaurant",1,10489-20040816,41.967644374,-87.654949778,"(41.967644373820626, -87.65494977781395)",2004.0
648396,machetes big quesadillas,1,2776437-20210405,41.963156794,-87.708159597,"(41.96315679416602, -87.7081595966891)",2021.0
648444,little drop intercom internet cafe retail,1,1963182-20090816,41.9944779,-87.657494716,"(41.99447789962629, -87.65749471643981)",2009.0
648548,manny's cafe midway,1,1197659-20020403,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2002.0
648813,cafe tola,1,2142460-20170116,41.947496137,-87.664173175,"(41.947496136751546, -87.66417317539015)",2017.0
648909,cafezazzo,1,1766641-20130616,41.793414843,-87.71629716,"(41.79341484266162, -87.71629715970278)",2013.0
648992,golden horse carriage cafe,1,1948549-20100616,41.841782221,-87.631919727,"(41.84178222092744, -87.63191972662558)",2010.0
649027,cafe ya,1,1646313-20060614,41.967965811,-87.760652459,"(41.967965811139145, -87.76065245915902)",2006.0
649078,the grind coffee lounge,1,2069192-20150216,41.945275343,-87.812160715,"(41.94527534321835, -87.81216071492886)",2015.0
649081,honeymoon cafe inc,1,1617681-20090716,41.97336108,-87.659363056,"(41.973361079937625, -87.65936305605737)",2009.0
649155,"borders books, movies, music, cafe",1,1353534-20040216,41.993111793,-87.711574451,"(41.993111793400494, -87.71157445141056)",2004.0
649198,starbucks coffee #2334,1,23109-20090416,41.910485869,-87.631917656,"(41.91048586948467, -87.63191765611543)",2009.0
649318,museum campus cafe,1,1696804-20160316,41.865135235,-87.615421921,"(41.86513523511381, -87.61542192120866)",2016.0
649328,lakeshore cafe,1,36139-20011116,41.806170388,-87.585799573,"(41.806170387632804, -87.58579957251453)",2001.0
649335,iguana cafe,1,1093188-20071116,41.89175404,-87.647493345,"(41.891754039612955, -87.64749334480629)",2007.0
649498,shark's fish & chicken donut donut coffee shop,1,1275110-20021002,41.750322387,-87.644182406,"(41.75032238740821, -87.64418240605828)",2002.0
649504,merle's coffee shoppe,1,1840927-20070625,41.95389316,-87.690933468,"(41.95389316007357, -87.69093346821148)",2007.0
649537,alebrijes cafe,1,2694855-20200501,41.968273758,-87.715039007,"(41.96827375769163, -87.7150390070548)",2020.0
649548,mary's cafe,1,61130-20090316,41.891661717,-87.622044738,"(41.89166171661816, -87.62204473809204)",2009.0
649551,pie cafe,1,2158230-20120608,41.976230337,-87.668567175,"(41.97623033664852, -87.66856717502344)",2012.0
649571,cafe victoria,1,1249623-20041116,41.975847412,-87.709603558,"(41.97584741234359, -87.70960355775853)",2004.0
649593,village cafe,1,1616369-20061116,41.895890243,-87.684674133,"(41.895890243168076, -87.68467413335532)",2006.0
649627,same day cafe,1,2350337-20150416,41.929945756,-87.707226625,"(41.92994575551201, -87.70722662513178)",2015.0
649658,bite cafe,1,2309021-20140226,41.900403138,-87.686838322,"(41.90040313823857, -87.6868383218377)",2014.0
649792,yoshi's cafe,1,2115-20150216,41.941696341,-87.649176566,"(41.94169634075317, -87.64917656601214)",2015.0
649796,starbucks coffee #10905,1,1740805-20110416,41.706454243,-87.670532173,"(41.706454243021255, -87.67053217309542)",2011.0
649858,cafe con leche d' noche,1,1244283-20041116,41.930452251,-87.709903439,"(41.93045225121001, -87.70990343904057)",2004.0
649869,cafe laguardia west,1,1493763-20100216,41.90912536,-87.795620293,"(41.90912535950116, -87.79562029285854)",2010.0
649905,cafe allure,1,66161-20020516,41.908619727,-87.649294571,"(41.90861972732258, -87.64929457094323)",2002.0
649913,cafe bonhomme,1,22706-20160916,41.885243233,-87.637164794,"(41.8852432326908, -87.63716479430107)",2016.0
649924,starbucks coffee #2230,1,23087-20060516,41.882205471,-87.625383771,"(41.88220547087969, -87.62538377087225)",2006.0
650052,cru cafe & wine bar,1,71675-20021116,41.899173064,-87.627017382,"(41.89917306355854, -87.62701738238093)",2002.0
650054,seattle's best coffee,1,71654-20020216,41.896808636,-87.62661991,"(41.896808636148165, -87.62661990963578)",2002.0
650081,cafeteria marianao,1,1045614-20061116,41.921614362,-87.695481429,"(41.92161436223205, -87.6954814291355)",2006.0
650093,geja's cafe,1,258-20020516,41.918445336,-87.638007427,"(41.918445336371185, -87.63800742700411)",2002.0
650152,starbucks coffee #2375,1,23114-20040516,41.884779705,-87.630800667,"(41.884779704626446, -87.63080066748626)",2004.0
650303,cafe ba ba reeba,1,1545387-20110516,41.918943199,-87.64868497,"(41.918943198725025, -87.64868497024028)",2011.0
650521,starbucks coffee #2234,1,23089-20170416,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)",2017.0
650528,earwax records & cafe,1,1354827-20031116,41.909962434,-87.676591131,"(41.9099624339063, -87.67659113132366)",2003.0
650539,starbucks coffee #2218,1,23058-20050516,41.932746527,-87.653928731,"(41.93274652745159, -87.65392873099422)",2005.0
650597,ohio street coffee shop,1,1333690-20030324,41.892445282,-87.632755374,"(41.892445282364825, -87.6327553744108)",2003.0
650616,windy city cyber cafe,1,1445653-20041116,41.910475765,-87.684218685,"(41.91047576474006, -87.68421868507043)",2004.0
650672,starbucks coffee #10955,1,1743555-20150416,41.893404102,-87.626696815,"(41.89340410169577, -87.6266968151909)",2015.0
650685,mercury cafe inc,1,1596189-20071116,41.895998087,-87.66510906,"(41.895998087487904, -87.66510906024472)",2007.0
650866,the cafe chicago,1,2469362-20160613,41.876270655,-87.680749338,"(41.87627065486915, -87.68074933778185)",2016.0
650911,starbucks coffee #2369,1,23113-20040516,41.943096883,-87.679429001,"(41.94309688251642, -87.67942900087363)",2004.0
650937,caribou coffee company,1,52559-20100216,41.937140196,-87.648227548,"(41.93714019635578, -87.64822754792601)",2010.0
650960,the coffee studio,1,1799696-20071130,41.984384825,-87.669099314,"(41.984384824892075, -87.66909931387195)",2007.0
651027,lotus cafe & banh mi sandwiches,1,2184200-20181016,41.864687023,-87.645820964,"(41.86468702282133, -87.64582096372712)",2018.0
651082,flamingo cafe,1,33012-20060216,41.79456475,-87.769144491,"(41.79456474995328, -87.76914449094998)",2006.0
651302,cafe frida,1,1492380-20061116,41.87191374,-87.68603837,"(41.871913740227534, -87.6860383704114)",2006.0
651403,"eva's coffee, inc.",1,1909527-20160916,41.908856726,-87.638375163,"(41.90885672611968, -87.63837516274899)",2016.0
651683,the coffee studio,1,1799696-20150816,41.984384825,-87.669099314,"(41.984384824892075, -87.66909931387195)",2015.0
651795,cafe il cortile,1,1119532-20051116,41.966453173,-87.838385258,"(41.96645317297049, -87.83838525840713)",2005.0
651952,absinthe cafe,1,34114-20051116,41.910594347,-87.677329263,"(41.910594346670926, -87.67732926334)",2005.0
651983,"bona cafe, ltd",1,1224599-20041116,41.975872978,-87.806906809,"(41.97587297833956, -87.80690680884247)",2004.0
652109,yolk cafe,1,2049342-20120816,41.892524761,-87.618133827,"(41.89252476076749, -87.61813382654785)",2012.0
652165,che cafe inc,1,1515694-20040809,41.86958246,-87.653341889,"(41.869582459519364, -87.65334188884053)",2004.0
652219,ben tre cafe,1,1620964-20051116,42.011979879,-87.708533851,"(42.01197987928261, -87.70853385148317)",2005.0
652285,cafe laguardia,1,78121-20091116,41.917585992,-87.680589203,"(41.91758599198638, -87.68058920327685)",2009.0
652411,trivoli cafe,1,1621592-20060816,41.994444076,-87.660260763,"(41.994444076128545, -87.66026076334302)",2006.0
652565,favorite cafe,1,1302580-20021209,41.968540487,-87.710782676,"(41.96854048739687, -87.71078267590296)",2002.0
652670,starbucks coffee #2234,1,23089-20020516,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)",2002.0
652715,bridgeport coffee house inc,1,1492765-20070216,41.837942966,-87.650992722,"(41.83794296556336, -87.65099272245669)",2007.0
652794,rosebud cafe,1,25693-20100516,41.869409054,-87.66419709,"(41.86940905403705, -87.66419709016535)",2010.0
652932,the cafe,1,1222861-20031116,41.974568345,-87.692049894,"(41.97456834525891, -87.69204989355849)",2003.0
652995,swim cafe,1,1598266-20071116,41.89605275,-87.66161251,"(41.89605275011061, -87.66161251045357)",2007.0
653046,starbucks coffee #229,1,23040-20020516,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)",2002.0
653103,northstar coffee,1,50696-20101216,41.736261699,-87.629064716,"(41.7362616993756, -87.62906471642536)",2010.0
653116,starbucks coffee,1,23070-20030516,41.881822494,-87.635436571,"(41.881822493770215, -87.6354365710274)",2003.0
653119,alhambra cafe,1,1719176-20060711,41.954409742,-87.652316661,"(41.954409741794706, -87.65231666061412)",2006.0
653319,xando coffee & bar / cosi sandwich bar,1,10-20041116,41.880395838,-87.624501722,"(41.88039583825962, -87.62450172159464)",2004.0
653330,cafe brauer,1,82243-20090916,41.919078039,-87.634538115,"(41.91907803902013, -87.63453811504745)",2009.0
653388,starbucks coffee #221,1,23012-20110416,41.882007859,-87.638245404,"(41.882007858778465, -87.63824540361531)",2011.0
653396,starfruit cafe,1,2411175-20150618,41.884476187,-87.649832934,"(41.88447618683702, -87.64983293409142)",2015.0
653422,xando coffee & bar / cosi sandwich bar,1,86-20080916,41.891590741,-87.625867137,"(41.891590741083505, -87.62586713724458)",2008.0
653546,heartland cafe inc,1,1892277-20081016,42.009176976,-87.666369399,"(42.00917697647974, -87.66636939865349)",2008.0
653635,240 cafe & lounge,1,1741971-20150916,41.968357068,-87.727578352,"(41.968357068238525, -87.72757835154994)",2015.0
653682,starbucks coffee,1,23071-20150416,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)",2015.0
653913,starbucks coffee #2624,1,1494404-20060816,41.765936859,-87.585772423,"(41.76593685872762, -87.58577242335306)",2006.0
653953,11/23/12 - 12/21/12 90 miles cuban cafe christmas tree sales,1,2196771-20121105,41.917649731,-87.691457874,"(41.91764973068125, -87.69145787418307)",2012.0
654016,heartland cafe inc,1,2072-20061116,42.009176976,-87.666369399,"(42.00917697647974, -87.66636939865349)",2006.0
654025,starbucks coffee # 2449,1,1275184-20090416,41.954854382,-87.679075957,"(41.954854381935924, -87.67907595717729)",2009.0
654055,greek corner restaurant cafe,1,48704-20031116,41.899503896,-87.677301195,"(41.89950389592152, -87.67730119485687)",2003.0
654119,starbucks coffee #216,1,23032-20110416,41.893341296,-87.617589151,"(41.893341296312244, -87.61758915120579)",2011.0
654190,starbucks coffee #221,1,23012-20040516,41.882007859,-87.638245404,"(41.882007858778465, -87.63824540361531)",2004.0
654221,little beans cafe,1,2216058-20150216,41.921365862,-87.672920781,"(41.92136586183712, -87.6729207810977)",2015.0
654254,alexa cafe' inc.,1,1927433-20081017,41.971338636,-87.728264799,"(41.97133863581661, -87.72826479944104)",2008.0
654274,best western plus  chicago lake shore / lake shore cafe,1,1140864-20030816,41.806170388,-87.585799573,"(41.806170387632804, -87.58579957251453)",2003.0
654321,captain cafe & bakery,1,1803494-20080616,41.853605986,-87.635094409,"(41.85360598561056, -87.63509440854334)",2008.0
654324,las villas bakery & cafe,1,1168533-20040816,41.910373223,-87.692328814,"(41.91037322284627, -87.6923288141502)",2004.0
654328,cafe at the cultural center,1,1577601-20071116,41.883334279,-87.625050135,"(41.883334279293905, -87.6250501351137)",2007.0
654384,mather's more then a cafe,1,1800581-20071030,41.939654264,-87.766390515,"(41.9396542640577, -87.76639051535662)",2007.0
654431,intelligentsia coffee and tea,1,2247284-20130617,41.904896822,-87.634369418,"(41.904896822179, -87.63436941846913)",2013.0
654618,luxor cafe ltd.,1,1277478-20041116,41.968544296,-87.710388276,"(41.968544296134745, -87.71038827550676)",2004.0
654699,horizon cafe,1,1495171-20070816,41.951390151,-87.649469468,"(41.951390150873834, -87.64946946794332)",2007.0
654719,starbucks coffee #212,1,23028-20020516,41.879302729,-87.631002223,"(41.8793027287716, -87.63100222341788)",2002.0
654788,fernando's cafe plus,1,1243543-20111116,41.902331663,-87.740458945,"(41.902331662977616, -87.74045894485229)",2011.0
654797,china cafe,1,2221581-20150216,41.969679946,-87.654982424,"(41.96967994591401, -87.65498242370735)",2015.0
654863,starbucks coffee #2548,1,1145564-20060516,41.894609432,-87.624390743,"(41.89460943202401, -87.62439074312043)",2006.0
654871,cornerstone cafe,1,1677226-20111116,41.931968066,-87.687741249,"(41.93196806631448, -87.6877412495)",2011.0
654987,starbucks coffee #225,1,23063-20090416,41.885855996,-87.629421739,"(41.88585599581413, -87.6294217392213)",2009.0
655222,starbucks coffee #228,1,23043-20040516,41.9179944,-87.653415624,"(41.91799439993257, -87.65341562435047)",2004.0
655299,red eyes coffee corp,1,1494444-20060216,41.957673949,-87.681389447,"(41.957673948828486, -87.68138944682875)",2006.0
655306,starbucks coffee #13468,1,1843206-20070913,41.899030982,-87.628192275,"(41.8990309819517, -87.62819227491326)",2007.0
655394,starbucks coffee #282,1,23080-20020516,41.874662881,-87.629065289,"(41.874662880779674, -87.62906528869487)",2002.0
655532,specialty's cafe bakery,1,1332657-20160916,41.8855345,-87.636676091,"(41.88553449994189, -87.63667609147453)",2016.0
655560,"aden coffee & sweets, inc.",1,2560046-20171128,41.967995127,-87.740559971,"(41.967995127471724, -87.7405599709825)",2017.0
655588,sugar baby's cafe incorporated,1,2671731-20190625,41.873409292,-87.695942183,"(41.87340929169416, -87.69594218258621)",2019.0
655671,the moody bible institute of chicago (coffee cove),1,19012-20080216,41.897254399,-87.632868362,"(41.8972543988917, -87.63286836160606)",2008.0
655706,3517 cafe,1,1488581-20060216,41.960979923,-87.716321598,"(41.96097992258752, -87.71632159752433)",2006.0
655730,starbucks coffee #2329,1,23105-20070516,41.910729292,-87.653152622,"(41.910729292099305, -87.65315262189527)",2007.0
655755,brinks cafe,1,2270517-20140416,41.890001335,-87.621438688,"(41.890001335214684, -87.62143868830125)",2014.0
655821,spa cafe,1,1648690-20060516,41.880801066,-87.631261323,"(41.88080106551325, -87.63126132290381)",2006.0
655830,starbucks coffee #2310,1,23103-20020516,41.978066283,-87.668495747,"(41.97806628334609, -87.66849574710783)",2002.0
655883,cafe mimoza,1,1245673-20061116,41.968452474,-87.694874677,"(41.96845247365508, -87.69487467681566)",2006.0
655916,starbucks coffee,1,2138254-20160516,41.932746527,-87.653928731,"(41.93274652745159, -87.65392873099422)",2016.0
655928,leadway liquors & cafe,1,42954-20170916,41.976988998,-87.679283872,"(41.976988997832365, -87.67928387238668)",2017.0
655947,arkadash cafe,1,63004-20031116,41.986086205,-87.669225954,"(41.986086204805964, -87.66922595429558)",2003.0
655953,starbucks coffee #2929,1,1422751-20150416,41.992344902,-87.710323101,"(41.99234490246529, -87.71032310131032)",2015.0
655975,sai cafe,1,18872-20020516,41.918474961,-87.653528118,"(41.91847496076938, -87.65352811844411)",2002.0
656133,alonti cafe and catering,1,1474853-20080716,41.883098112,-87.633188634,"(41.88309811159104, -87.63318863389482)",2008.0
656145,3154 cafe,1,1943260-20090115,41.954031004,-87.70779832,"(41.95403100441551, -87.70779831997554)",2009.0
656295,bananas foster cafe,1,1938952-20090121,41.994444076,-87.660260763,"(41.994444076128545, -87.66026076334302)",2009.0
656302,bombonera cafe,1,1333996-20030313,41.928292712,-87.705061268,"(41.92829271174019, -87.70506126827188)",2003.0
656373,patel's cafe,1,2036995-20120716,41.997754789,-87.694829722,"(41.99775478924851, -87.69482972221137)",2012.0
656378,starbucks coffee #2264,1,23095-20110416,41.884632076,-87.622247991,"(41.8846320757672, -87.6222479910888)",2011.0
656402,morning star coffee,1,1804238-20070926,41.937860302,-87.786069398,"(41.93786030231027, -87.78606939815404)",2007.0
656497,haifa cafe,1,1474037-20051116,41.876627148,-87.630889329,"(41.876627148007636, -87.63088932881458)",2005.0
656676,starbucks coffee #289,1,23047-20170416,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)",2017.0
656736,bacci cafe and pizzeria on milwaukee ave. inc.,1,1444299-20031107,41.96055088,-87.754230747,"(41.96055088007665, -87.7542307472157)",2003.0
656750,pr cafeteria incorporated,1,1442401-20091116,41.909897849,-87.707145153,"(41.909897849174, -87.70714515263228)",2009.0
656984,cafe cappuccino trattoria inc,1,1337908-20051116,41.890989624,-87.655642817,"(41.890989623706155, -87.65564281742733)",2005.0
657101,polo cafe and catering bridgeport u.s.a.,1,1044980-20110316,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)",2011.0
657264,starbucks coffee #2335,1,23110-20090416,,,,2009.0
657342,hudson's book corner/euro cafe,1,1145229-20100116,41.787835631,-87.74127656,"(41.78783563115532, -87.74127655955658)",2010.0
657357,cafe touche,1,1887593-20090722,42.003521558,-87.817099825,"(42.003521558416075, -87.81709982508472)",2009.0
657358,manny's,1,2341156-20140707,41.879536168,-87.620894529,"(41.87953616765913, -87.62089452855987)",2014.0
657388,starbucks coffee #2223,1,23081-20170416,41.943047201,-87.671180893,"(41.94304720068851, -87.6711808928035)",2017.0
657426,favorite cafe,1,1302580-20130916,41.968540487,-87.710782676,"(41.96854048739687, -87.71078267590296)",2013.0
657514,cafe nordstrom,1,1021790-20030816,41.891590741,-87.625867137,"(41.891590741083505, -87.62586713724458)",2003.0
657533,dunkin donuts,1,81774-20020216,41.90378983,-87.631515429,"(41.90378983001293, -87.63151542935856)",2002.0
657626,burnham harbor dockside cafe,1,77264-20020516,41.860449933,-87.617488193,"(41.860449933483245, -87.6174881929214)",2002.0
657756,starfruit cafe,1,2103740-20110708,41.739539837,-87.541593222,"(41.73953983701881, -87.54159322168007)",2011.0
657772,bananas foster cafe,1,1938953-20090816,41.994444076,-87.660260763,"(41.994444076128545, -87.66026076334302)",2009.0
657780,o'briens riverwalk cafe,1,2516905-20170301,41.887436519,-87.626344413,"(41.887436518969736, -87.62634441347357)",2017.0
657800,university of chicago hospital coffee cart,1,1304244-20110716,41.788311258,-87.604769836,"(41.788311258410836, -87.60476983588067)",2011.0
657841,artopolis bakery cafe chicago,1,2354046-20140822,41.880426198,-87.647466848,"(41.88042619783084, -87.64746684811536)",2014.0
657846,starbucks coffee #2370,1,23117-20110416,41.911255209,-87.634860726,"(41.91125520897576, -87.63486072587239)",2011.0
657897,starbucks coffee # 2449,1,1275183-20130416,41.954854382,-87.679075957,"(41.954854381935924, -87.67907595717729)",2013.0
657953,gold coast cafe,1,43189-20040516,41.902171928,-87.628503064,"(41.90217192822106, -87.62850306384912)",2004.0
658016,geja's cafe,1,258-20030516,41.918445336,-87.638007427,"(41.918445336371185, -87.63800742700411)",2003.0
658047,starbucks coffee #2492,1,1140203-20110416,41.927896171,-87.697356799,"(41.927896171181466, -87.69735679904315)",2011.0
658049,el jardin cafe,1,1884796-20090216,41.943662302,-87.653502812,"(41.94366230209547, -87.65350281244702)",2009.0
658089,meli cafe on grand,1,2158407-20161216,41.891986522,-87.634224368,"(41.891986522433626, -87.63422436802404)",2016.0
658118,starbucks coffee #204,1,23010-20040516,41.932702284,-87.644326815,"(41.93270228440244, -87.64432681535052)",2004.0
658194,starbucks coffee  #2635,1,1276340-20030516,41.968723711,-87.659414087,"(41.96872371055819, -87.65941408749583)",2003.0
658308,"cafe' au lait, inc.",1,1621360-20060816,41.856494444,-87.62731722,"(41.8564944437266, -87.627317220209)",2006.0
658379,art zone gallery cafe,1,1300871-20060216,41.983160841,-87.710452361,"(41.983160840891806, -87.71045236108006)",2006.0
658384,cafe descartes,1,1767210-20130916,41.887418889,-87.624404399,"(41.88741888866768, -87.62440439931636)",2013.0
658439,baba's coffee,1,2423353-20191016,41.982581818,-87.708995751,"(41.98258181784537, -87.70899575100229)",2019.0
658792,aramark @ loyola connections cafe,1,1883449-20140716,42.000928173,-87.657702107,"(42.00092817257049, -87.65770210686595)",2014.0
658838,crafty cafe,1,2630650-20181119,41.892244489,-87.636719096,"(41.892244488685606, -87.63671909576576)",2018.0
658962,starbucks coffee #2877,1,1444270-20130416,41.883108072,-87.641377478,"(41.8831080720045, -87.64137747810499)",2013.0
659024,peterson bp,1,2240156-20210416,41.990334747,-87.699086506,"(41.990334747385596, -87.69908650620005)",2021.0
659078,king cafe gourmet & go,1,1874473-20170316,41.899248597,-87.624274978,"(41.89924859703626, -87.62427497820545)",2017.0
659122,dollop coffee co at the fisher building,1,2320900-20200616,41.877146786,-87.629121233,"(41.877146786216336, -87.62912123316899)",2020.0
659210,absinthe cafe,1,34114-20121116,41.910594347,-87.677329263,"(41.910594346670926, -87.67732926334)",2012.0
659219,"litttle branch cafe, inc.",1,1909197-20110416,41.865931037,-87.621494195,"(41.86593103671971, -87.62149419520398)",2011.0
659320,cafe iberico,1,1771666-20100516,41.895815087,-87.632547742,"(41.895815086968895, -87.63254774192721)",2010.0
659326,mather's-more than a cafe,1,1717581-20061107,41.939654264,-87.766390515,"(41.9396542640577, -87.76639051535662)",2006.0
659429,favorite cafe,1,1330886-20061116,41.968540487,-87.710782676,"(41.96854048739687, -87.71078267590296)",2006.0
659474,cafe salsa,1,1046529-20020816,41.891688517,-87.624307178,"(41.89168851736832, -87.62430717812579)",2002.0
659564,starbucks coffee #2412,1,23132-20020516,41.904472544,-87.640333624,"(41.90447254385478, -87.64033362435434)",2002.0
659565,mather's-more than a cafe,1,1121509-20011116,41.981000342,-87.805905466,"(41.98100034161097, -87.8059054660053)",2001.0
659708,efebos internet cafe,1,1576719-20050322,41.858709158,-87.660604008,"(41.85870915813739, -87.6606040076504)",2005.0
659724,lula cafe,1,2088563-20171116,41.927653196,-87.707119009,"(41.92765319605931, -87.70711900893733)",2017.0
659731,red beard coffee roasters,1,2563660-20171109,41.910603319,-87.677018127,"(41.91060331921216, -87.67701812652801)",2017.0
659740,gold coast cafe,1,43189-20080216,41.902171928,-87.628503064,"(41.90217192822106, -87.62850306384912)",2008.0
659829,"southport grocery and cafe, inc.",1,1357038-20170216,,,,2017.0
659847,"thai ""linda"" cafe'",1,77033-20030216,41.943316391,-87.679433195,"(41.943316391093994, -87.67943319466616)",2003.0
660021,"thai ""linda"" cafe'",1,77033-20141216,41.943316391,-87.679433195,"(41.943316391093994, -87.67943319466616)",2014.0
660023,may st. cafe,1,1352390-20040216,41.852624946,-87.654918585,"(41.85262494622832, -87.65491858465299)",2004.0
660027,seattle's best coffee,1,1091918-20050816,41.884520556,-87.628058282,"(41.884520556400155, -87.62805828212764)",2005.0
660044,starbucks coffee #2378,1,23124-20050516,41.964622923,-87.685770718,"(41.964622923210825, -87.68577071779451)",2005.0
660107,northstar coffee,1,1718008-20121216,41.926924806,-87.792751048,"(41.92692480560085, -87.79275104806534)",2012.0
660113,manny's cafateria & deli,1,2099124-20110607,41.883322199,-87.629775097,"(41.88332219914999, -87.62977509664286)",2011.0
660440,heartland cafe,1,2487585-20160818,42.006736696,-87.666278825,"(42.006736696130794, -87.66627882515283)",2016.0
660556,subterranean cafe & cabaret,1,38554-20131116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2013.0
660589,cafe descartes,1,2320853-20140428,41.981249671,-87.716263848,"(41.98124967139186, -87.71626384797975)",2014.0
660599,cafe urbano,1,2349064-20161216,41.956820708,-87.723950716,"(41.9568207079673, -87.72395071574438)",2016.0
660641,cafe rom,1,2423760-20150924,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)",2015.0
660660,ambrosia cafe,1,1573825-20050503,41.917732851,-87.653208325,"(41.91773285078831, -87.65320832499971)",2005.0
660713,cafe at the cultural center,1,1577601-20051013,41.883334279,-87.625050135,"(41.883334279293905, -87.6250501351137)",2005.0
660758,green corner juice bar/coffee,1,2026254-20130116,41.916132612,-87.677731718,"(41.91613261213558, -87.67773171836664)",2013.0
660779,starbucks coffee #2624,1,1494403-20070816,41.765936859,-87.585772423,"(41.76593685872762, -87.58577242335306)",2007.0
660825,starbucks coffee #227,1,23034-20020516,41.943554985,-87.64511919,"(41.943554985172355, -87.6451191903812)",2002.0
661157,"artopolis bakery, cafe & a gora",1,1547286-20090516,41.810644406,-87.629450321,"(41.81064440590946, -87.62945032101811)",2009.0
661207,cafe mimoza,1,1249028-20190916,41.968452474,-87.694874677,"(41.96845247365508, -87.69487467681566)",2019.0
661216,caponies cafe & pizza,1,48777-20020516,41.941242142,-87.807009257,"(41.941242141901604, -87.80700925680553)",2002.0
661233,pick me up cafe,1,1679379-20130216,41.943820984,-87.653962589,"(41.943820984368344, -87.65396258925858)",2013.0
661235,starbucks coffee #2443,1,1046017-20130416,41.910278011,-87.677515948,"(41.91027801081319, -87.67751594839523)",2013.0
661555,borders book music movie cafe,1,1474659-20040302,41.910813473,-87.648010451,"(41.91081347276207, -87.64801045147456)",2004.0
661604,coffee shop,1,1520634-20060216,41.968114137,-87.729632249,"(41.96811413653654, -87.7296322493053)",2006.0
661717,cafe typhoon,1,81037-20041116,41.886027278,-87.622166271,"(41.886027277677655, -87.62216627091873)",2004.0
661741,bhgl cafe,1,2064411-20101119,41.890001335,-87.621438688,"(41.890001335214684, -87.62143868830125)",2010.0
661775,bourgeois pig: the cafe,1,2103725-20130416,41.925577537,-87.64777376,"(41.92557753673624, -87.64777376041414)",2013.0
