,names_doingbusiness,keep_row,ID,LATITUDE,LONGITUDE,LOCATION,year
73896,ipsento coffee,1,2446723-20160531,41.914351203,-87.683376777,"(41.91435120295626, -87.6833767767167)",2016.0
73913,kristoffer's cafe & bakery,1,1443461-20031117,41.858183857,-87.646504796,"(41.85818385686724, -87.64650479620137)",2003.0
74268,cafe typhoon,1,1195227-20130316,41.891688517,-87.624307178,"(41.89168851736832, -87.62430717812579)",2013.0
74280,cafebeanz company,1,2208408-20140916,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)",2014.0
74349,libero cafe,1,1980200-20090811,41.973725499,-87.69202089,"(41.97372549869574, -87.692020889653)",2009.0
74396,leonidas cafe chocolaterie,1,2003567-20190316,41.896600154,-87.625912729,"(41.89660015350504, -87.62591272886252)",2019.0
74404,new chinatown bakery & coffee shop,1,1166474-20110716,41.973190362,-87.655752955,"(41.97319036182206, -87.65575295517391)",2011.0
74424,chicago billiard cafe,1,1543207-20111016,41.952959773,-87.775692961,"(41.95295977289962, -87.77569296084334)",2011.0
74449,chicago beach cafe,1,1165677-20040516,41.92616072,-87.631514665,"(41.92616071981185, -87.6315146648261)",2004.0
74486,starbucks coffee #2513,1,1145143-20050516,41.932482474,-87.670890134,"(41.93248247354816, -87.67089013449565)",2005.0
74502,basil leaf cafe/sage,1,1937482-20150416,41.927168968,-87.641268696,"(41.92716896806323, -87.64126869571744)",2015.0
74701,starbucks coffee #2215,1,23052-20020516,41.897542251,-87.628369943,"(41.89754225054248, -87.62836994336708)",2002.0
74797,polo cafe and catering bridgeport u.s.a.,1,1333841-20170316,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)",2017.0
75042,"southport grocery and cafe, inc.",1,1739804-20150216,,,,2015.0
75055,starbucks coffee #232,1,23041-20020516,41.886831512,-87.626556085,"(41.886831512316874, -87.62655608493642)",2002.0
75122,wildberry pancakes & cafe,1,2088572-20110927,41.884588372,-87.623272561,"(41.884588371969095, -87.62327256105529)",2011.0
75184,capital one - cafe,1,2506138-20190316,41.909313774,-87.647501679,"(41.90931377383362, -87.64750167889011)",2019.0
75204,native foods cafe,1,2092912-20170816,41.939787596,-87.654966292,"(41.93978759587182, -87.65496629170038)",2017.0
75226,starbucks coffee #2218,1,23058-20030516,41.932746527,-87.653928731,"(41.93274652745159, -87.65392873099422)",2003.0
75333,cafe 330 @ prime group realty,1,1816557-20140416,41.887938744,-87.627035641,"(41.88793874358949, -87.62703564148782)",2014.0
75342,starbucks coffee #2373,1,23120-20150416,41.894905816,-87.620520448,"(41.89490581589443, -87.62052044802762)",2015.0
75464,joe's be bop cafe & emporium,1,52924-20031116,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)",2003.0
75655,pey's convenience store,1,2385355-20190316,41.765552617,-87.626824833,"(41.76555261652991, -87.62682483348057)",2019.0
75668,polo cafe and catering bridgeport u.s.a.,1,32541-20170316,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)",2017.0
75723,breg coffee shop,1,1544490-20050216,41.984404991,-87.697050383,"(41.98440499105494, -87.6970503831726)",2005.0
76000,shell gas,1,2646405-20190401,41.786172839,-87.714941884,"(41.786172838679086, -87.71494188419321)",2019.0
76003,captain cafe & bakery,1,1803494-20160616,41.853605986,-87.635094409,"(41.85360598561056, -87.63509440854334)",2016.0
76188,grand lux cafe,1,1228221-20190316,41.893216223,-87.624812444,"(41.89321622302089, -87.62481244397594)",2019.0
76249,starbucks coffee #228,1,23043-20060516,41.9179944,-87.653415624,"(41.91799439993257, -87.65341562435047)",2006.0
76310,mr. allen coffee shop,1,1803133-20141016,41.779773674,-87.650710654,"(41.779773673777996, -87.650710653711)",2014.0
76370,red eyes coffee corp,1,1494444-20050216,41.957673949,-87.681389447,"(41.957673948828486, -87.68138944682875)",2005.0
76594,cafe latin bliss,1,1490719-20110916,41.981866037,-87.692834057,"(41.98186603682908, -87.69283405676238)",2011.0
76811,that little mexican cafe ii,1,1646581-20070816,41.983559426,-87.657382024,"(41.9835594257736, -87.65738202407279)",2007.0
76827,cafe nine 17,1,1594281-20061116,41.751211787,-87.602108133,"(41.75121178719044, -87.6021081331245)",2006.0
76874,indie cafe,1,1899260-20130816,41.99052009,-87.660135907,"(41.990520089587605, -87.6601359073641)",2013.0
77187,casbah cafe,1,34491-20070216,41.939194111,-87.644223955,"(41.93919411054692, -87.64422395471186)",2007.0
77341,cafe latin bliss,1,8406-20031116,41.981866037,-87.692834057,"(41.98186603682908, -87.69283405676238)",2003.0
77492,island groove cafe,1,1622819-20071116,42.020509239,-87.666563343,"(42.02050923878582, -87.66656334263061)",2007.0
77514,starbucks coffee,1,23093-20150416,41.880557025,-87.637131776,"(41.8805570251432, -87.63713177610846)",2015.0
77613,canton cafe,1,1544505-20041201,41.852271061,-87.632728358,"(41.85227106094055, -87.63272835813885)",2004.0
77657,starbucks coffee #289,1,23047-20040516,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)",2004.0
77683,cafe descartes,1,57056-20190916,41.981249671,-87.716263848,"(41.98124967139186, -87.71626384797975)",2019.0
77797,starbucks coffee #10905,1,1740805-20170416,41.706454243,-87.670532173,"(41.706454243021255, -87.67053217309542)",2017.0
77828,north pond cafe,1,55867-20020516,41.929904874,-87.636403135,"(41.929904873573534, -87.6364031351437)",2002.0
77831,the living room cafe,1,1798436-20070413,41.778708617,-87.605547143,"(41.77870861700345, -87.6055471428117)",2007.0
77885,cold comfort cafe & delicatess,1,71026-20040816,41.910277011,-87.68286119,"(41.91027701064524, -87.68286119020127)",2004.0
77950,starbucks coffee #9426,1,1573094-20060516,41.891769778,-87.658604614,"(41.89176977820589, -87.65860461424934)",2006.0
78049,kimberli sushi,1,78385-20020516,41.968467022,-87.693220135,"(41.96846702189827, -87.69322013455337)",2002.0
78075,starbucks coffee #8954,1,1496161-20090416,41.964611762,-87.708499442,"(41.96461176175771, -87.70849944208983)",2009.0
78080,starbucks coffee #2229,1,23085-20050516,41.878006063,-87.634022032,"(41.87800606262711, -87.63402203216754)",2005.0
78092,halfwit coffee roasters,1,2601747-20180730,41.931842244,-87.731564037,"(41.93184224419293, -87.7315640374498)",2018.0
78133,iguana cafe,1,1093188-20061116,41.89175404,-87.647493345,"(41.891754039612955, -87.64749334480629)",2006.0
78328,capital one cafe,1,2595407-20190517,41.880715138,-87.627876078,"(41.88071513784339, -87.62787607841581)",2019.0
78354,angelica's coffee house,1,1303745-20040816,41.679311763,-87.680911906,"(41.679311763048126, -87.68091190643489)",2004.0
78469,"yo ! coffee house, inc",1,1337309-20040816,41.953491522,-87.747675133,"(41.95349152168879, -87.7476751325052)",2004.0
78488,cafe nordstrom,1,1021791-20060516,41.891590741,-87.625867137,"(41.891590741083505, -87.62586713724458)",2006.0
78539,starfruit cafe,1,1969100-20090521,41.921270644,-87.648763817,"(41.921270643763854, -87.64876381697265)",2009.0
78574,starbucks coffee #279,1,23078-20090416,41.885848995,-87.624662555,"(41.88584899521962, -87.62466255499672)",2009.0
78616,dunkin donuts,1,1273771-20100616,41.84755805,-87.645495992,"(41.84755805016441, -87.64549599168248)",2010.0
78829,pick me up cafe,1,52004-20170216,41.943820984,-87.653962589,"(41.943820984368344, -87.65396258925858)",2017.0
78841,morgan street cafe,1,1595203-20160516,41.88004797,-87.651831571,"(41.880047970125254, -87.65183157127098)",2016.0
78905,north town cafe,1,1301024-20040216,41.99628183,-87.689982849,"(41.996281829828234, -87.68998284906789)",2004.0
78952,native foods cafe,1,2283741-20200116,41.878814822,-87.630950486,"(41.87881482219489, -87.63095048621103)",2020.0
79054,the errand boy oh-boy,1,1680286-20070816,41.854570359,-87.714360878,"(41.85457035850309, -87.71436087795529)",2007.0
79064,hearty cafe pancake house,1,2026899-20130716,41.718398193,-87.681838366,"(41.71839819308241, -87.68183836584416)",2013.0
79226,starbucks coffee #2689,1,1382682-20070516,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)",2007.0
79256,west egg cafe,1,44615-20190316,41.893365397,-87.620422057,"(41.89336539713901, -87.62042205744733)",2019.0
79300,cafe society inc,1,1903482-20120616,41.857838242,-87.622184053,"(41.85783824203235, -87.62218405329706)",2012.0
79305,espressamente illy/cityfront cafe,1,2246915-20200416,41.890001335,-87.621438688,"(41.890001335214684, -87.62143868830125)",2020.0
79389,starbucks coffee #221,1,23012-20090416,41.882007859,-87.638245404,"(41.882007858778465, -87.63824540361531)",2009.0
79480,starbucks coffee #216,1,23031-20150416,41.893341296,-87.617589151,"(41.893341296312244, -87.61758915120579)",2015.0
79555,downtown gyros & cafeteria,1,1595047-20080516,41.884515458,-87.6474973,"(41.88451545836221, -87.64749730032112)",2008.0
79637,tuscany cafe,1,1042332-20031116,41.891688517,-87.624307178,"(41.89168851736832, -87.62430717812579)",2003.0
79701,pittsfield cafe,1,49503-20180316,41.883111687,-87.625850989,"(41.88311168664746, -87.62585098919836)",2018.0
79746,temax garden cafe,1,1767962-20131216,41.845303556,-87.685607439,"(41.84530355589021, -87.6856074394753)",2013.0
79920,cafe melba,1,1846943-20070830,41.968005707,-87.758346968,"(41.96800570734009, -87.75834696755571)",2007.0
80024,central cafe,1,2631156-20190316,41.789611845,-87.605084722,"(41.78961184518281, -87.60508472212474)",2019.0
80192,state restaurant & cafe,1,1647717-20070516,41.921647052,-87.652417194,"(41.92164705157333, -87.65241719449041)",2007.0
80204,billings cafe,1,2374282-20150923,41.788311258,-87.604769836,"(41.788311258410836, -87.60476983588067)",2015.0
80215,native foods cafe,1,2278786-20160316,41.800409524,-87.588363686,"(41.800409523947955, -87.58836368635092)",2016.0
80224,cafe hoang,1,2157756-20150716,41.973408536,-87.655843244,"(41.973408535904916, -87.6558432439348)",2015.0
80264,alonti cafe,1,34515-20040816,41.881967467,-87.635165443,"(41.881967467024346, -87.6351654428475)",2004.0
80294,starbucks coffee #2514,1,1143170-20050516,41.937513752,-87.666019096,"(41.93751375164846, -87.66601909618618)",2005.0
80296,la macchina cafe,1,2550673-20170815,41.869371085,-87.66652853,"(41.869371084501246, -87.66652853002904)",2017.0
80302,starbucks coffee # 9426,1,2374684-20150831,41.891769778,-87.658604614,"(41.89176977820589, -87.65860461424934)",2015.0
80363,starbucks coffee #2545,1,1145462-20020516,41.883109079,-87.626976034,"(41.883109078966136, -87.62697603370881)",2002.0
80419,alonti cafe,1,34515-20060816,41.881967467,-87.635165443,"(41.881967467024346, -87.6351654428475)",2006.0
80458,starbucks coffee #2827,1,1444017-20070816,41.79517545,-87.596601477,"(41.79517545018063, -87.59660147733702)",2007.0
80511,muscle bar,1,2463154-20180916,41.968923564,-87.674822359,"(41.96892356403173, -87.67482235937634)",2018.0
80620,cafe allure,1,66160-20041116,41.908619727,-87.649294571,"(41.90861972732258, -87.64929457094323)",2004.0
80624,coffee & tea exchange,1,1193603-20130116,41.915176904,-87.748872621,"(41.91517690434849, -87.74887262050878)",2013.0
80646,lakeside cafe,1,25068-20021116,41.85110748,-87.612866633,"(41.851107480190045, -87.61286663254377)",2002.0
80697,starbucks coffee #2247,1,23066-20030516,41.878147859,-87.625572735,"(41.87814785854393, -87.62557273455765)",2003.0
80896,fft cafe,1,2032123-20160916,41.881407212,-87.637155093,"(41.88140721163485, -87.63715509324663)",2016.0
81127,samantha's restaurant & cafe,1,65906-20031116,41.938469953,-87.76603991,"(41.93846995340994, -87.76603991031905)",2003.0
81238,cafe california,1,40237-20021116,41.994787517,-87.699692085,"(41.994787517230314, -87.69969208543631)",2002.0
81277,cafe laguardia,1,78121-20131116,41.917585992,-87.680589203,"(41.91758599198638, -87.68058920327685)",2013.0
81319,starbucks coffee #206,1,23020-20060516,41.920148393,-87.637024697,"(41.92014839268424, -87.63702469696462)",2006.0
81444,frannie's cafe,1,2551098-20190916,41.869062517,-87.626015798,"(41.86906251655677, -87.6260157982796)",2019.0
81465,starbucks coffee #227,1,23034-20090416,41.943554985,-87.64511919,"(41.943554985172355, -87.6451191903812)",2009.0
81511,starbucks coffee #2929,1,1422751-20170416,41.992344902,-87.710323101,"(41.99234490246529, -87.71032310131032)",2017.0
81720,leonidas cafe chocolaterie,1,2003567-20150316,41.896600154,-87.625912729,"(41.89660015350504, -87.62591272886252)",2015.0
81803,calypso cafe,1,62382-20100616,41.80073555,-87.588936218,"(41.800735550150485, -87.58893621765584)",2010.0
81830,starbucks coffee # 2449,1,1275184-20021213,41.954854382,-87.679075957,"(41.954854381935924, -87.67907595717729)",2002.0
81843,sunrise cafe restaurant,1,1477940-20051116,41.896010179,-87.677634151,"(41.8960101788438, -87.67763415125889)",2005.0
81845,calypso cafe,1,62383-20060816,41.80073555,-87.588936218,"(41.800735550150485, -87.58893621765584)",2006.0
82005,"intelligentsia coffee & tea, inc.",1,44721-20080916,41.938435181,-87.644198417,"(41.938435180550734, -87.64419841711218)",2008.0
82064,family grounds cafe,1,1969707-20090819,41.948339267,-87.674874698,"(41.94833926709654, -87.6748746975132)",2009.0
82138,ceres cafe,1,18240-20021116,41.878025655,-87.632062286,"(41.878025655260835, -87.63206228626693)",2002.0
82244,starbucks coffee #206,1,23020-20070516,41.920148393,-87.637024697,"(41.92014839268424, -87.63702469696462)",2007.0
82626,sunlight cafe,1,1594913-20200616,41.852726786,-87.63311319,"(41.852726785524716, -87.63311319020137)",2020.0
82719,retro cafe restaurant,1,1969762-20151016,41.940000631,-87.766696606,"(41.94000063078428, -87.76669660556573)",2015.0
82726,fernando's cafe plus,1,1243543-20091116,41.902331663,-87.740458945,"(41.902331662977616, -87.74045894485229)",2009.0
82738,wan shi da bakery & cafe,1,1743192-20060926,41.85202315,-87.631848443,"(41.852023150198406, -87.63184844304722)",2006.0
82784,venice cafe ltd,1,36808-20041116,41.878138181,-87.637064995,"(41.87813818115573, -87.63706499520218)",2004.0
82821,the gourmex cafe,1,1899216-20080520,41.893249886,-87.667356168,"(41.893249885934495, -87.66735616835486)",2008.0
82853,lasalle cafe luna,1,1168341-20100216,41.895283321,-87.632831712,"(41.89528332134926, -87.63283171218256)",2010.0
82863,"off the wall wireless.cafe, inc.",1,1044478-20021116,41.91063004,-87.675252665,"(41.91063004025276, -87.67525266517114)",2002.0
82972,cafe matou,1,56140-20030516,41.914900977,-87.684667428,"(41.91490097692986, -87.68466742765311)",2003.0
83099,cafe' gogo's,1,69440-20071116,41.968461303,-87.693856639,"(41.968461303175566, -87.69385663931219)",2007.0
83196,cafe creme,1,2147005-20120525,41.912923547,-87.677372094,"(41.91292354685986, -87.67737209433093)",2012.0
83278,magnolia cafe,1,1168915-20070816,41.965460917,-87.660640927,"(41.965460916735424, -87.6606409265738)",2007.0
83295,artopolis bakery cafe and agora,1,2183719-20120823,41.880426198,-87.647466848,"(41.88042619783084, -87.64746684811536)",2012.0
83314,oasis cafe,1,1490710-20040519,41.882567066,-87.626078783,"(41.88256706583192, -87.62607878323935)",2004.0
83483,palace cafe,1,2189423-20161016,41.747353626,-87.586027906,"(41.7473536264, -87.58602790563285)",2016.0
83489,the living room cafe,1,1798436-20090716,41.778708617,-87.605547143,"(41.77870861700345, -87.6055471428117)",2009.0
83771,sweet maple cafe,1,76798-20020816,41.869242742,-87.660796569,"(41.869242742082626, -87.66079656924279)",2002.0
83810,starbucks coffee,1,2138252-20200516,41.932746527,-87.653928731,"(41.93274652745159, -87.65392873099422)",2020.0
83824,manny's deli,1,1975669-20090610,41.882104119,-87.629689352,"(41.88210411908748, -87.62968935171403)",2009.0
83873,slippery slope,1,2293835-20140508,41.924150306,-87.699150883,"(41.92415030562805, -87.69915088269197)",2014.0
83963,"intelligentsia coffee & tea, inc.",1,44722-20050216,41.938435181,-87.644198417,"(41.938435180550734, -87.64419841711218)",2005.0
84004,bananas foster cafe,1,1938952-20110816,41.994444076,-87.660260763,"(41.994444076128545, -87.66026076334302)",2011.0
84008,starbucks coffee #10957,1,1743553-20110416,41.884628445,-87.622612699,"(41.88462844513973, -87.62261269904712)",2011.0
84072,starbucks coffee #10594,1,1695469-20060510,41.880931558,-87.632189133,"(41.88093155774665, -87.63218913315433)",2006.0
84112,starbucks coffee #8972,1,1548446-20070516,41.896808636,-87.62661991,"(41.896808636148165, -87.62661990963578)",2007.0
84147,cafe borgata,1,1123349-20030816,42.004147172,-87.818541985,"(42.00414717217761, -87.81854198478575)",2003.0
84242,venice cafe on monroe,1,1579365-20090516,41.880699246,-87.639725027,"(41.8806992461244, -87.63972502663867)",2009.0
84293,uic halsted news stand & grocery store,1,2289542-20151116,41.875771337,-87.64732107,"(41.8757713366305, -87.64732106966797)",2015.0
84311,starbucks coffee #22423,1,2341107-20140917,41.90483115,-87.635027745,"(41.90483115028203, -87.63502774510842)",2014.0
84340,efebos internet cafe,1,1596909-20071216,41.858709158,-87.660604008,"(41.85870915813739, -87.6606040076504)",2007.0
84348,west gate coffee house,1,1271266-20030816,41.881826302,-87.650807818,"(41.88182630177177, -87.65080781824132)",2003.0
84500,"cyber mundo cafe, inc.",1,1938562-20090203,41.931668929,-87.744664923,"(41.93166892883472, -87.74466492321973)",2009.0
84516,"intelligentsia coffee & tea, inc.",1,44721-20030216,41.938435181,-87.644198417,"(41.938435180550734, -87.64419841711218)",2003.0
84555,subterranean cafe & cabaret,1,38549-20061116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2006.0
84642,angelica's coffee house,1,1303745-20021205,41.679311763,-87.680911906,"(41.679311763048126, -87.68091190643489)",2002.0
84734,bite cafe,1,2423621-20150910,41.977152882,-87.728130504,"(41.97715288157815, -87.72813050439058)",2015.0
84740,"lamus cafe, inc.",1,1334923-20031116,41.941879662,-87.807032421,"(41.941879662309226, -87.80703242123312)",2003.0
84750,cafeteria emmanuel,1,1593219-20050509,41.855750841,-87.674148674,"(41.85575084068333, -87.67414867425646)",2005.0
84778,cornerstone cafe,1,1677226-20151116,41.931968066,-87.687741249,"(41.93196806631448, -87.6877412495)",2015.0
